,account_number,act_no,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT,Label,Center
10,42.0,0.0057017105131539,0.6000000000000001,0.0,1.0,0.5,0.0,0.2464206172446707,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0109136308224093,0.1018962536740608,0.0,0.0024934961177956,0.0003550253843149,0.0,0.0,0.0,0.0,0.0,2.0,
11,46.0,0.0064019205761728,1.0000000000000002,1.0,0.0,0.75,0.0,0.0381005408845052,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.8,0.0140821006495272,0.1554364178553099,0.0,0.0119894484414002,0.0143430255263251,7.698306405337353e-07,0.0,0.0,0.0,0.0,2.0,
12,50.0,0.007002100630189,1.0000000000000002,1.0,0.0,0.375,0.0,0.3899936366528794,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.5000000000000001,0.0195728652678356,0.2163127659920207,0.0,0.00017921613525,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
13,54.0,0.0074022206661998,1.0000000000000002,0.0,1.0,0.25,0.0,0.1100063633471205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.5000000000000001,0.0328416299155223,0.1106188583452589,0.0,0.0090332678685858,0.0049348528419782,0.0,0.0,0.0,0.0,5.646424080886639e-05,2.0,
14,58.0,0.0078023407022106,1.0000000000000002,1.0,0.0,0.875,0.0,0.0553611199490932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.1178797100589845,0.0912569956383364,0.0,0.0141032452966645,0.0368516348918947,1.4075261711251132e-06,0.0,0.0198558269054352,0.0,0.0006804407367614,2.0,
15,62.0,0.0084025207562268,0.4000000000000001,1.0,0.0,0.375,0.0,0.037543748011454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2,0.0040473211492553,0.0972535507969123,0.0,0.0001892195277465,0.0013490964603969,0.0,0.0,0.0,0.0,0.0,2.0,
16,66.0,0.0089026708012403,1.0000000000000002,1.0,0.0,0.125,0.0,0.0813713013044861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0066708006487353,0.1580230057772112,0.0,0.0004329889299835,0.0001065076152944,0.0,0.0,0.0,0.0,0.0,2.0,
17,70.0,0.0093027908372511,1.0000000000000002,1.0,0.0,0.25,0.0,0.0594972955774737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.75,0.8,0.1413831981110049,0.1208604742349764,0.0,0.0219690056151886,0.0146980509106401,9.900366737550642e-05,0.0,0.0,0.0,0.0155248681215595,2.0,
18,74.0,0.0098029408822646,0.4000000000000001,1.0,0.0,0.5,0.0,0.0391345847916003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.0023678362970628,0.1087605860712361,0.0,5.289994563061143e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
19,78.0,0.0103030909272781,0.8,1.0,0.0,0.125,0.0,0.0241011772192173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666667,0.0,0.7000000000000001,0.0017857813029649,0.1561269556616046,0.0,0.0005662194874966,0.0013845989988284,0.0,0.0,0.0,0.0,0.0,2.0,
20,82.0,0.0108032409722916,1.0000000000000002,0.0,1.0,0.375,0.0,0.0656220171810372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.9,0.0889179744144434,0.1277790780932128,0.1841582154294933,0.2858642193201079,0.2743281144601839,0.0021821194206215,0.0524217821176127,0.0045113802293958,0.0,0.0203687394734906,2.0,
21,86.0,0.0113033910173051,0.8,0.0,1.0,0.125,0.0,0.0462138084632516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0027389467931109,0.1381184338035933,0.0,0.0008480570450524,0.0015976142294174,0.0027652431508067,0.0,0.0,0.0,0.0,2.0,
22,90.0,0.0117035110533159,0.8,1.0,0.0,0.125,0.0,0.037305122494432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0019504798293327,0.1266005176441498,0.0,0.0002645652141968,0.0002130152305889,0.0,0.0,0.0,0.0,0.0,2.0,
23,94.0,0.012703811143343,1.0000000000000002,1.0,0.0,0.625,0.0,0.0659401845370665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.75,1.0,0.144269242247606,0.1099250691027842,0.0,0.0094420956428461,0.0213725281357617,7.066355879526077e-07,0.0,0.0,0.0,3.515562642483422e-06,2.0,
24,98.0,0.0132039611883565,1.0000000000000002,0.0,1.0,0.375,0.0,0.0409640470887686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0286345019760823,0.1234571723306127,0.0,0.0705519387382851,0.0809102850853836,4.373672139092035e-05,0.0013080566232286,0.0137029578282842,0.0,0.0134013247931468,2.0,
25,102.0,0.0136040812243673,0.4000000000000001,0.0,1.0,0.375,0.0,0.004772510340439,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0143676545867334,0.1484556156091037,0.0,0.0100859464394439,0.0066034721482586,1.223686018161833e-06,3.11957297936054e-06,0.0,4.303686050967618e-05,0.0001670968447825,2.0,
26,106.0,0.0142042612783835,0.4000000000000001,1.0,0.0,0.75,0.0,0.4906140629971365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.6000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0053948782192279,0.1047113047552941,0.0,0.0001892227221877,0.0005680406149039,0.0,0.0,0.0,0.0,0.0,2.0,
27,110.0,0.014704411323397,1.0000000000000002,0.0,1.0,0.5,0.0,0.0509863188036907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.0010765388431357,0.2241069964300275,0.0,0.0121492823049042,0.0097276955302304,2.185974318829002e-05,0.0,0.0,0.0,0.0022257816297502,2.0,
28,114.0,0.0155046513954186,1.0000000000000002,1.0,0.0,0.75,0.0,0.9095609290486796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0000000000000002,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.7000000000000001,0.0676009017887754,0.1304050017466443,0.0,0.0014616580810736,0.0014911066141229,2.573762141485921e-06,0.0,0.0,0.0,7.318109990475695e-06,2.0,
29,118.0,0.0160048014404321,1.0000000000000002,1.0,0.0,0.25,0.0,0.0419980909958638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0052425252818015,0.1968591601690255,0.0,0.0106165351302277,0.0055383959953136,0.0,0.0,0.0,0.0,0.0,2.0,
30,122.0,0.0165049514854456,1.0000000000000002,1.0,0.0,0.125,0.0,0.0247375119312758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0047196849401982,0.0926173967893826,0.0,0.002513391097348,0.0020591472290268,8.630146180669979e-05,0.0004188659070665,0.0,0.0,0.0,2.0,
31,126.0,0.0171051315394618,1.0000000000000002,1.0,0.0,0.625,0.0,0.3811644925230671,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0000000000000002,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.75,0.9,0.1175978609609455,0.160651516242059,0.0159230483286947,0.0608352345582311,0.0521177264174388,1.9061925860380102e-05,0.0,0.0,4.303686050967618e-05,5.811440286554228e-06,2.0,
32,130.0,0.0178053416024807,1.0000000000000002,0.0,1.0,0.375,0.0,0.0508272351256761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0078841011826985,0.0872371068874485,0.0,0.000596999525306,0.0036922639968757,0.0001365300385991,0.0,0.0,0.0,4.161278229878336e-06,2.0,
33,134.0,0.0183054916474942,1.0000000000000002,1.0,0.0,0.5,0.0,0.0266465160674514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0006834341340208,0.4568223240592471,0.0,0.1066583302400494,0.016402172755352,0.0003679905361846,0.0,0.0,0.0,0.0,2.0,
34,138.0,0.0191057317195158,1.0000000000000002,1.0,0.0,0.125,0.0,0.064826598790964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.8,0.006022707216165,0.098760643302316,0.0,0.0003020328145773,0.0014911066141229,0.0003843810348223,0.0,0.0,0.0,0.0,2.0,
35,142.0,0.0196058817645293,1.0000000000000002,1.0,0.0,0.0,0.0,0.0269646834234807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0043353697789161,0.2376908737686065,0.0,0.0005315390370293,0.0004260304611779,0.0,0.0,0.0,0.0,0.0,2.0,
36,146.0,0.0202060618185455,1.0000000000000002,0.0,1.0,0.375,0.0,0.0866210626789691,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.5000000000000001,0.0860296215829612,0.1977916259019307,0.0,0.0862689310569319,0.0093016650690524,2.1371417781981307e-06,0.0,0.0,0.0,8.788906606208554e-05,2.0,
37,150.0,0.0206061818545563,1.0000000000000002,0.0,1.0,0.25,0.0,0.037543748011454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.7000000000000001,0.0570466531529199,0.1390170797550766,0.0,0.0542234569092248,0.0509461426491994,0.1028348846732516,0.0148210069121586,0.0,6.960744395478061e-05,0.0008775274832696,2.0,
38,154.0,0.0212063619085725,1.0000000000000002,0.0,1.0,0.125,0.0,0.0376232898504613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0065110589577014,0.1946665529796623,0.0,0.0266106324418499,0.0157276245251535,1.6453693690213568e-05,0.0,0.0,0.0,0.0,2.0,
39,158.0,0.021706511953586,1.0000000000000002,1.0,0.0,0.375,0.0,0.0764397072860324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.007315121818018,0.1688598674825862,0.0,0.0132804003784773,0.0118578478361202,8.330256931148628e-07,0.0,0.0,0.0,9.32700292903765e-07,2.0,
40,162.0,0.0222066619985995,1.0000000000000002,1.0,0.0,0.375,0.0,0.0437480114540248,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0026461467912658,0.0994188078657675,0.0,0.0004863904028765,0.0019881421521638,0.0,0.0,0.0,0.0,8.609541165265523e-06,2.0,
41,166.0,0.022706812043613,1.0000000000000002,0.0,1.0,0.75,0.0,0.0258510976773783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.9,0.0754455424237703,0.4476445911584418,0.0,0.0240953694019814,0.0367451272766002,3.320612762899246e-06,0.0,0.0,0.0,0.0,2.0,
42,170.0,0.0231069320796238,1.0000000000000002,1.0,0.0,0.0,0.0,0.4148106904231626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.6000000000000001,0.0106027963275095,0.0902100418178159,0.0,0.0001097338455513,0.0001420101537259,0.0,0.0,0.0,0.0,0.0,2.0,
