,Unnamed: 0,act_no,value_weighted_volatility,leverage
78,78,78.0,23.083234641943864,0.0
79,79,79.0,_,0.0
80,80,80.0,_,0.0
81,81,81.0,27.110836167488756,0.0
82,82,82.0,47.39910024652198,0.0
83,83,83.0,36.16539716731253,0.0
84,84,84.0,24.59810689132305,0.0
85,85,85.0,20.2528,0.0
86,86,86.0,31.269963085291312,0.0
87,87,87.0,41.7832,0.0
88,88,88.0,144.0465,0.0
89,89,89.0,39.94991448385146,0.0
90,90,90.0,67.76077463148843,0.0
91,91,91.0,32.42140099938192,0.0
92,92,92.0,39.896771730049565,0.0
93,93,93.0,30.561776408880966,0.0
94,94,94.0,49.152835997342244,0.0
95,95,95.0,28.66386803765153,0.0
96,96,96.0,19.86552819006044,0.0
97,97,97.0,42.6892,0.0
98,98,98.0,27.50505729100781,0.0
99,99,99.0,28.0524072713322,0.0
100,100,100.0,39.32484691529965,0.0
101,101,101.0,74.7389,0.0
102,102,102.0,0.0,0.0
103,103,103.0,39.47092718745309,0.0
104,104,104.0,50.398238763092834,0.0
105,105,105.0,0.0,0.0
106,106,106.0,66.07545499447411,0.0
107,107,107.0,49.26181951155573,0.0
108,108,108.0,32.30958005532157,68144000.0
109,109,109.0,46.878058105522115,0.0
110,110,110.0,107.31243129452679,46694875.0
111,111,111.0,41.61840232749178,0.0
112,112,112.0,79.09600231552122,0.0
113,113,113.0,34.92154686731488,0.0
114,114,114.0,33.10325758082938,0.0
115,115,115.0,74.7389,0.0
116,116,116.0,33.39391989096204,0.0
117,117,117.0,32.01184770491994,0.0
118,118,118.0,_,0.0
119,119,119.0,_,0.0
120,120,120.0,_,0.0
121,121,121.0,31.42607930783816,0.0
122,122,122.0,41.65921270792584,0.0
123,123,123.0,77.14380000000001,0.0
124,124,124.0,43.200106769930294,0.0
125,125,125.0,43.26552835820896,0.0
126,126,126.0,56.226557448043565,0.0
127,127,127.0,27.799233360004294,0.0
128,128,128.0,59.35053906785466,0.0
129,129,129.0,35.8866438594857,0.0
130,130,130.0,_,0.0
131,131,131.0,26.754182970176586,0.0
132,132,132.0,31.217764024944334,0.0
133,133,133.0,68.7969,0.0
134,134,134.0,49.376276769410886,0.0
135,135,135.0,37.0904,0.0
136,136,136.0,37.532964499869706,0.0
137,137,137.0,31.082517354595222,0.0
138,138,138.0,60.37508611423345,106443740.0
139,139,139.0,32.77601504617786,0.0
140,140,140.0,32.755650899902456,0.0
141,141,141.0,67.97465955235643,0.0
142,142,142.0,26.482112659685406,0.0
143,143,143.0,78.59339510177358,15715000.0
144,144,144.0,22.657294443628913,0.0
145,145,145.0,24.128798559881567,0.0
146,146,146.0,0.0,0.0
147,147,147.0,56.6443,0.0
148,148,148.0,24.2720784010337,0.0
149,149,149.0,33.9518,0.0
150,150,150.0,_,0.0
151,151,151.0,0.0,0.0
152,152,152.0,0.0,0.0
153,153,153.0,0.0,0.0
154,154,154.0,21.6237,0.0
155,155,155.0,32.97295074030943,0.0
156,156,156.0,60.64808251618684,0.0
157,157,157.0,32.692947810794294,0.0
158,158,158.0,31.274495974925763,0.0
159,159,159.0,38.938726999033854,0.0
160,160,160.0,49.76084943396921,0.0
161,161,161.0,62.231816857516556,0.0
162,162,162.0,0.0,0.0
163,163,163.0,41.90489970014576,0.0
164,164,164.0,69.54226385348348,0.0
165,165,165.0,23.42690428349819,0.0
166,166,166.0,22.549244069263377,0.0
167,167,167.0,22.6134,0.0
168,168,168.0,21.4687,0.0
169,169,169.0,63.73492790445403,0.0
170,170,170.0,0.0,0.0
171,171,171.0,40.61393865012259,5892000.0
172,172,172.0,_,0.0
173,173,173.0,21.705589057912263,0.0
174,174,174.0,33.653,0.0
175,175,175.0,39.31533427621194,0.0
176,176,176.0,40.5150620095293,0.0
177,177,177.0,57.81083835752388,0.0
178,178,178.0,22.06771527023989,0.0
179,179,179.0,78.93199999999999,0.0
180,180,180.0,50.49217280777402,0.0
181,181,181.0,61.49724654152739,0.0
182,182,182.0,49.716182932639775,0.0
183,183,183.0,115.43371871840912,0.0
184,184,184.0,0.0,0.0
185,185,185.0,23.02039929376976,0.0
186,186,186.0,34.95375283324871,0.0
187,187,187.0,15.056807208747447,0.0
188,188,188.0,77.4924865940304,38399000.0
189,189,189.0,62.49929053071593,0.0
190,190,190.0,_,0.0
191,191,191.0,24.978834245638044,0.0
192,192,192.0,52.871885197185954,0.0
193,193,193.0,74.8353,0.0
194,194,194.0,25.7568,0.0
195,195,195.0,24.811125482547748,0.0
196,196,196.0,60.075910031161044,0.0
197,197,197.0,0.0,0.0
198,198,198.0,63.5137218617674,0.0
199,199,199.0,23.23858609527868,0.0
200,200,200.0,24.797,0.0
201,201,201.0,5.594568923594876,0.0
202,202,202.0,49.996412420196556,0.0
203,203,203.0,48.75274528663807,0.0
204,204,204.0,49.63404752710802,0.0
205,205,205.0,34.817059071917036,80880000.0
206,206,206.0,35.14856617911341,0.0
207,207,207.0,30.55968674131052,0.0
208,208,208.0,32.46283314513566,0.0
209,209,209.0,70.57803375690882,0.0
210,210,210.0,48.93019702136485,0.0
211,211,211.0,42.014245588618714,0.0
212,212,212.0,49.20694477928119,0.0
213,213,213.0,28.179500269407026,0.0
214,214,214.0,57.0617,0.0
215,215,215.0,31.400020049841043,0.0
216,216,216.0,78.83297373342867,0.0
217,217,217.0,42.687563117272006,0.0
218,218,218.0,37.21061973840768,0.0
219,219,219.0,45.39662409519226,0.0
220,220,220.0,34.835013805818065,0.0
221,221,221.0,73.6109144408186,0.0
222,222,222.0,25.14510224931255,0.0
223,223,223.0,22.801040348448314,0.0
224,224,224.0,22.409287226329027,0.0
225,225,225.0,0.0,0.0
226,226,226.0,23.590825777034286,0.0
227,227,227.0,113.11520543041647,0.0
228,228,228.0,49.58930000000001,0.0
229,229,229.0,21.4687,0.0
230,230,230.0,37.993191031517775,0.0
231,231,231.0,22.81874924361443,0.0
232,232,232.0,34.70262953369528,0.0
233,233,233.0,51.059935361572684,0.0
234,234,234.0,33.31014481272497,0.0
235,235,235.0,35.31689405914171,0.0
236,236,236.0,29.6111989396378,0.0
237,237,237.0,44.812624516745636,0.0
238,238,238.0,33.595779358291765,0.0
239,239,239.0,23.299050561636886,0.0
240,240,240.0,35.13343437741052,0.0
241,241,241.0,0.0,0.0
242,242,242.0,24.083031510841863,0.0
243,243,243.0,24.56524175933557,0.0
244,244,244.0,28.960690505998166,0.0
245,245,245.0,1.133216504854369,0.0
246,246,246.0,40.46006915521421,0.0
247,247,247.0,31.417199999999998,0.0
248,248,248.0,46.8381,0.0
249,249,249.0,21.749862812481112,0.0
250,250,250.0,42.565985280926846,0.0
251,251,251.0,31.448108654699716,0.0
252,252,252.0,26.116235009254975,0.0
253,253,253.0,24.081845336434153,0.0
254,254,254.0,31.127817168561975,0.0
255,255,255.0,0.0,0.0
256,256,256.0,17.400400000000005,0.0
257,257,257.0,8.12222041297048,0.0
258,258,258.0,0.0,0.0
259,259,259.0,16.95827774540005,0.0
260,260,260.0,42.04885326703266,0.0
261,261,261.0,_,0.0
262,262,262.0,34.99359735411991,0.0
263,263,263.0,30.629665933688464,0.0
264,264,264.0,37.352261539240644,0.0
265,265,265.0,26.505527795765286,0.0
266,266,266.0,26.86404704662459,0.0
267,267,267.0,40.03612512849898,0.0
268,268,268.0,44.983789990968056,0.0
269,269,269.0,_,0.0
270,270,270.0,29.17314238065957,0.0
271,271,271.0,94.1821,0.0
272,272,272.0,16.719,0.0
273,273,273.0,_,0.0
274,274,274.0,34.98056242209702,0.0
275,275,275.0,44.96710473189328,0.0
276,276,276.0,21.46884788947696,0.0
277,277,277.0,27.35456095726973,0.0
278,278,278.0,94.47346352396795,0.0
279,279,279.0,60.0627,0.0
280,280,280.0,25.350779548904082,0.0
281,281,281.0,71.69639092951587,0.0
282,282,282.0,0.0,0.0
283,283,283.0,68.7969,0.0
284,284,284.0,69.4019812234299,0.0
285,285,285.0,0.0,0.0
286,286,286.0,44.4521,0.0
287,287,287.0,24.435610396047807,0.0
288,288,288.0,_,0.0
289,289,289.0,0.0,0.0
290,290,290.0,32.60211760867461,0.0
291,291,291.0,49.39915591014565,0.0
292,292,292.0,60.73141430316278,0.0
293,293,293.0,46.069155886412936,0.0
294,294,294.0,44.36843109874153,0.0
295,295,295.0,52.529655862918794,0.0
296,296,296.0,_,0.0
297,297,297.0,57.48656684548503,0.0
298,298,298.0,30.671533462342932,0.0
299,299,299.0,0.0,0.0
300,300,300.0,29.01347388380769,0.0
301,301,301.0,50.83831144351735,0.0
302,302,302.0,27.099633443497822,0.0
303,303,303.0,41.421605844832555,0.0
304,304,304.0,0.0,0.0
305,305,305.0,0.0,0.0
306,306,306.0,73.50289139806254,0.0
307,307,307.0,26.283541406593194,20000000.0
308,308,308.0,33.94120953653393,0.0
309,309,309.0,41.72630000000001,0.0
310,310,310.0,24.580924516716085,0.0
311,311,311.0,25.473453789002125,0.0
312,312,312.0,29.09200319225901,0.0
313,313,313.0,40.82594564232389,0.0
314,314,314.0,69.2855,0.0
315,315,315.0,34.07952784177797,0.0
316,316,316.0,0.0,0.0
317,317,317.0,42.94707455308521,0.0
318,318,318.0,34.6696,0.0
319,319,319.0,51.824782060110905,0.0
320,320,320.0,64.47198134839881,0.0
321,321,321.0,73.81119739598346,0.0
322,322,322.0,115.08653743001003,0.0
323,323,323.0,55.71985020613709,24613680.0
324,324,324.0,51.551444781232746,28897000.0
325,325,325.0,33.9518,0.0
326,326,326.0,28.575832608230616,0.0
327,327,327.0,34.118149460747205,0.0
328,328,328.0,32.241017087257205,0.0
329,329,329.0,31.131598633996415,0.0
330,330,330.0,_,0.0
331,331,331.0,76.0449,0.0
332,332,332.0,0.0,0.0
333,333,333.0,20.647834277419754,0.0
334,334,334.0,1.5654322768827205,0.0
335,335,335.0,79.1344,0.0
336,336,336.0,29.8406716207402,0.0
337,337,337.0,35.40730990551692,0.0
338,338,338.0,27.44368725095206,0.0
339,339,339.0,27.160616702709927,0.0
340,340,340.0,27.875156658657676,0.0
341,341,341.0,24.470396593968342,0.0
342,342,342.0,48.3811078681716,0.0
343,343,343.0,24.631999120075342,0.0
344,344,344.0,21.4687,0.0
345,345,345.0,30.75392454095858,0.0
346,346,346.0,21.4687,0.0
347,347,347.0,0.0,0.0
348,348,348.0,76.0449,0.0
349,349,349.0,21.4687,0.0
350,350,350.0,67.36360366783437,0.0
351,351,351.0,38.70572593117481,0.0
352,352,352.0,68.7969,0.0
353,353,353.0,0.0,0.0
354,354,354.0,29.151123170661116,0.0
355,355,355.0,35.50319181273155,0.0
356,356,356.0,30.049624428491416,0.0
357,357,357.0,42.5776723858226,2277000.0
358,358,358.0,62.7933,0.0
359,359,359.0,29.323774078674948,0.0
360,360,360.0,32.0117,0.0
361,361,361.0,38.92753251798878,0.0
362,362,362.0,33.510863776976876,0.0
363,363,363.0,26.06939012699981,0.0
364,364,364.0,31.417199999999998,0.0
365,365,365.0,129.38681141270317,0.0
366,366,366.0,38.289414362634645,0.0
367,367,367.0,21.4687,0.0
368,368,368.0,24.33534907355651,0.0
369,369,369.0,70.77473397602502,13957966.0
370,370,370.0,43.8777614216217,0.0
371,371,371.0,23.245749843658114,0.0
372,372,372.0,43.66684174999504,0.0
373,373,373.0,42.07215552496584,0.0
374,374,374.0,30.659683194130874,0.0
375,375,375.0,0.0,0.0
376,376,376.0,24.654970540274345,0.0
377,377,377.0,36.7061,0.0
378,378,378.0,0.0,0.0
379,379,379.0,0.0,0.0
380,380,380.0,41.67002314032798,0.0
381,381,381.0,42.589145779831746,0.0
382,382,382.0,31.111098668825758,0.0
383,383,383.0,40.46350844928926,115482000.0
384,384,384.0,51.7045441176809,0.0
385,385,385.0,74.69905671322606,0.0
386,386,386.0,96.4805295542921,9200000.0
387,387,387.0,32.93916577932125,0.0
388,388,388.0,50.1031,0.0
389,389,389.0,24.37558185922305,0.0
390,390,390.0,22.62827406405877,0.0
391,391,391.0,30.53631330494296,0.0
392,392,392.0,29.624468525501626,0.0
393,393,393.0,67.09559999999999,0.0
394,394,394.0,33.710843105333424,0.0
395,395,395.0,33.11021116544116,0.0
396,396,396.0,33.090977099025636,0.0
397,397,397.0,_,0.0
398,398,398.0,68.00794485046389,0.0
399,399,399.0,36.14604878264069,0.0
400,400,400.0,49.646933912004314,0.0
401,401,401.0,28.5725139821235,0.0
402,402,402.0,25.831878494702252,0.0
403,403,403.0,30.249278985201954,0.0
404,404,404.0,0.0,0.0
405,405,405.0,43.05299560083187,0.0
406,406,406.0,31.613941508572005,0.0
407,407,407.0,49.391435256229094,938877843.0
408,408,408.0,67.09559999999999,0.0
409,409,409.0,32.82911510948644,0.0
410,410,410.0,33.8,0.0
411,411,411.0,28.37112600926846,0.0
412,412,412.0,47.13881986765746,0.0
413,413,413.0,31.7398,0.0
414,414,414.0,38.11770572297694,0.0
415,415,415.0,41.872314272210346,0.0
416,416,416.0,35.777894791890674,0.0
417,417,417.0,54.14944810400258,0.0
418,418,418.0,21.4687,0.0
419,419,419.0,32.360448694824804,0.0
420,420,420.0,25.114226197863452,0.0
421,421,421.0,34.089168539886224,0.0
422,422,422.0,93.088,0.0
423,423,423.0,33.827356663973596,0.0
424,424,424.0,24.006748436578167,0.0
425,425,425.0,38.93142534592893,0.0
426,426,426.0,43.24564625905422,0.0
427,427,427.0,70.91480901943262,0.0
428,428,428.0,54.903702195529036,0.0
429,429,429.0,29.42749412594879,79448375.0
430,430,430.0,49.617711698179356,0.0
431,431,431.0,33.129792031842,0.0
432,432,432.0,32.806010569326006,0.0
433,433,433.0,31.529451595044474,0.0
434,434,434.0,29.867489703644523,0.0
435,435,435.0,0.0,0.0
436,436,436.0,55.1969702556158,0.0
437,437,437.0,21.72359189985272,0.0
438,438,438.0,30.4195,0.0
439,439,439.0,_,0.0
440,440,440.0,64.90695321739861,0.0
441,441,441.0,58.95648676295364,0.0
442,442,442.0,42.771927678560075,0.0
443,443,443.0,22.766438226296934,0.0
444,444,444.0,29.684481080455424,0.0
445,445,445.0,,0.0
446,446,446.0,23.830139957357858,0.0
447,447,447.0,41.79819096958174,0.0
448,448,448.0,35.106495503687924,0.0
449,449,449.0,28.659262195986617,0.0
450,450,450.0,32.61329251558599,0.0
451,451,451.0,34.2749077970377,0.0
452,452,452.0,48.66405937805513,0.0
453,453,453.0,32.803537434781866,0.0
454,454,454.0,31.82985830256863,0.0
455,455,455.0,36.13194010199601,0.0
456,456,456.0,28.3577,0.0
457,457,457.0,42.14282941864817,0.0
458,458,458.0,42.185981754240764,0.0
459,459,459.0,15.865990709257538,0.0
460,460,460.0,30.204928058401798,0.0
461,461,461.0,38.79680526493646,0.0
462,462,462.0,50.133502106359664,0.0
463,463,463.0,51.495158143230235,0.0
464,464,464.0,21.4687,0.0
465,465,465.0,72.9506,0.0
466,466,466.0,44.5294717000232,0.0
467,467,467.0,55.87223373134123,0.0
468,468,468.0,0.0,0.0
469,469,469.0,50.912932482308065,0.0
470,470,470.0,49.252388725899245,0.0
471,471,471.0,50.46120935991375,0.0
472,472,472.0,80.53123330147552,289478164.0
473,473,473.0,_,0.0
474,474,474.0,61.771983938821876,0.0
475,475,475.0,33.03637130256767,0.0
476,476,476.0,43.22401956063629,0.0
477,477,477.0,_,0.0
478,478,478.0,50.51828943729265,0.0
479,479,479.0,36.232702902479566,0.0
480,480,480.0,24.939403742784304,0.0
481,481,481.0,23.416951476244975,0.0
482,482,482.0,22.67979192874423,0.0
483,483,483.0,33.0853,0.0
484,484,484.0,0.0,0.0
485,485,485.0,35.89800296610821,0.0
486,486,486.0,40.61434878062768,0.0
487,487,487.0,65.11454526403308,0.0
488,488,488.0,29.797497684326345,0.0
489,489,489.0,46.065489578867144,0.0
490,490,490.0,32.997035365147646,0.0
491,491,491.0,33.61443694259412,0.0
492,492,492.0,28.842844330115074,0.0
493,493,493.0,27.568699999999996,0.0
494,494,494.0,27.05233138529561,0.0
495,495,495.0,21.4687,0.0
496,496,496.0,0.0,0.0
497,497,497.0,20.797513584159866,0.0
498,498,498.0,36.480616302843394,0.0
499,499,499.0,41.32425616895531,0.0
500,500,500.0,37.76770890129515,0.0
501,501,501.0,_,0.0
502,502,502.0,31.89749417951982,0.0
503,503,503.0,28.96907400087008,0.0
504,504,504.0,28.759629832364514,0.0
505,505,505.0,25.749961333904523,0.0
506,506,506.0,23.20602746598744,0.0
507,507,507.0,27.99479293622332,0.0
508,508,508.0,38.47870948358794,0.0
509,509,509.0,26.14214058330946,0.0
510,510,510.0,35.04049386154988,0.0
511,511,511.0,29.39650917827272,0.0
512,512,512.0,32.0117,0.0
513,513,513.0,_,0.0
514,514,514.0,15.036073596211464,0.0
515,515,515.0,59.02468348029805,0.0
516,516,516.0,31.887733006205885,300000.0
517,517,517.0,21.990499999999997,0.0
518,518,518.0,33.42243859177771,0.0
519,519,519.0,33.6657978909091,0.0
520,520,520.0,26.80753301406692,0.0
521,521,521.0,43.11532933906395,0.0
522,522,522.0,33.66799029561113,0.0
523,523,523.0,42.69804548944337,0.0
524,524,524.0,79.52233002071571,0.0
525,525,525.0,42.09667129428778,0.0
526,526,526.0,31.417199999999998,0.0
527,527,527.0,54.43672612308092,0.0
528,528,528.0,21.4687,0.0
529,529,529.0,24.545411749999996,0.0
530,530,530.0,24.497325548314695,0.0
531,531,531.0,46.73297017515723,0.0
532,532,532.0,53.05932935599833,0.0
533,533,533.0,31.516018190691103,0.0
534,534,534.0,24.797,0.0
535,535,535.0,44.358260515122225,0.0
536,536,536.0,68.02059062642398,0.0
537,537,537.0,24.436385800808033,0.0
538,538,538.0,47.38546847432126,0.0
539,539,539.0,27.617916650991667,0.0
540,540,540.0,23.32801500346424,0.0
541,541,541.0,_,0.0
542,542,542.0,37.25471286789827,0.0
543,543,543.0,24.795545997413,0.0
544,544,544.0,60.4871404773043,0.0
545,545,545.0,53.2765,0.0
546,546,546.0,54.80721933808946,0.0
547,547,547.0,42.26630424936847,0.0
548,548,548.0,40.349028965045406,0.0
549,549,549.0,31.104208453343233,0.0
550,550,550.0,25.7568,0.0
551,551,551.0,27.517196532738446,0.0
552,552,552.0,24.31923945130518,0.0
553,553,553.0,61.865979515939344,9000000.0
554,554,554.0,28.987662827858507,0.0
555,555,555.0,40.40057879858657,0.0
556,556,556.0,47.44134889548165,0.0
557,557,557.0,21.4687,0.0
558,558,558.0,73.57443119997991,0.0
559,559,559.0,26.061253634744247,0.0
560,560,560.0,36.52495753877851,0.0
561,561,561.0,64.5563,0.0
562,562,562.0,25.459720504646477,0.0
563,563,563.0,47.761873184648294,0.0
564,564,564.0,24.4079967377099,0.0
565,565,565.0,31.784393489681293,0.0
566,566,566.0,72.5996,0.0
567,567,567.0,54.4310007439614,0.0
568,568,568.0,23.59537672242609,0.0
569,569,569.0,28.949232724240954,0.0
570,570,570.0,35.395211695215586,0.0
571,571,571.0,31.587534696649985,0.0
572,572,572.0,52.5323490363946,0.0
573,573,573.0,70.63073609768193,0.0
574,574,574.0,28.051912652638237,0.0
575,575,575.0,19.880169524045858,0.0
576,576,576.0,27.687888752081687,0.0
577,577,577.0,54.61049552732592,0.0
578,578,578.0,_,0.0
579,579,579.0,21.4687,0.0
580,580,580.0,31.05329316134316,0.0
581,581,581.0,22.744020932642485,0.0
582,582,582.0,40.56239971845622,0.0
583,583,583.0,83.14822771073409,0.0
584,584,584.0,31.713619491714432,0.0
585,585,585.0,_,0.0
586,586,586.0,40.3396,0.0
587,587,587.0,24.04110393124769,0.0
588,588,588.0,42.640781208149306,0.0
589,589,589.0,0.0,0.0
590,590,590.0,40.819553621769494,0.0
591,591,591.0,40.66232543933054,6435000.0
592,592,592.0,68.55509328439794,0.0
593,593,593.0,26.636029707569712,0.0
594,594,594.0,24.793335675123405,0.0
595,595,595.0,49.56730105227427,0.0
596,596,596.0,0.0,0.0
597,597,597.0,_,0.0
598,598,598.0,26.935055570516944,0.0
599,599,599.0,_,0.0
600,600,600.0,21.093639239355102,0.0
601,601,601.0,30.434707270121777,0.0
602,602,602.0,58.787131791836984,0.0
603,603,603.0,39.05096140910813,0.0
604,604,604.0,46.47474935848685,0.0
605,605,605.0,23.00096032264942,0.0
606,606,606.0,42.56177998982531,0.0
607,607,607.0,39.85577620888092,0.0
608,608,608.0,30.488835654166856,0.0
609,609,609.0,26.97118368890486,0.0
610,610,610.0,29.18221881455976,0.0
611,611,611.0,42.25490346452767,0.0
612,612,612.0,68.8744,0.0
613,613,613.0,26.876775945363708,0.0
614,614,614.0,55.79863710344565,0.0
615,615,615.0,56.24520322061635,0.0
616,616,616.0,27.04989799739789,0.0
617,617,617.0,67.67697402290948,0.0
618,618,618.0,61.41196327224513,0.0
619,619,619.0,41.15777827071261,0.0
620,620,620.0,61.9712,0.0
621,621,621.0,49.0364276381561,0.0
622,622,622.0,44.03252321655621,0.0
623,623,623.0,120.2013,0.0
624,624,624.0,64.3286,0.0
625,625,625.0,22.78327047536452,0.0
626,626,626.0,22.736623327706674,0.0
627,627,627.0,25.69387863230773,0.0
628,628,628.0,32.21251403711699,0.0
629,629,629.0,58.32315898695899,0.0
630,630,630.0,76.20857241451185,0.0
631,631,631.0,51.21827257568596,0.0
632,632,632.0,38.286593920959646,0.0
633,633,633.0,43.657903410242916,0.0
634,634,634.0,44.80573201732776,0.0
635,635,635.0,35.55085530196793,0.0
636,636,636.0,25.53421730276409,0.0
637,637,637.0,38.21818747329568,0.0
638,638,638.0,28.157563419034727,0.0
639,639,639.0,24.474375270956234,0.0
640,640,640.0,0.0,0.0
641,641,641.0,46.30060186367623,0.0
642,642,642.0,25.537258196487567,0.0
643,643,643.0,34.43254169183991,0.0
644,644,644.0,28.529759500977136,0.0
645,645,645.0,26.270599999999998,0.0
646,646,646.0,24.218863342115164,0.0
647,647,647.0,34.36589974803065,0.0
648,648,648.0,61.96426986948333,0.0
649,649,649.0,25.891577416732527,0.0
650,650,650.0,39.521157419594104,0.0
651,651,651.0,27.841348827642943,0.0
652,652,652.0,21.4687,0.0
653,653,653.0,58.07999999999999,0.0
654,654,654.0,29.94131029411765,0.0
655,655,655.0,0.0,0.0
656,656,656.0,23.7218,0.0
657,657,657.0,28.20817353896148,0.0
658,658,658.0,24.411367033126037,0.0
659,659,659.0,43.82024337533936,0.0
660,660,660.0,51.47502568301495,0.0
661,661,661.0,21.4687,0.0
662,662,662.0,43.423603580255836,0.0
663,663,663.0,45.5963622098736,98365740.0
664,664,664.0,43.62944991252685,0.0
665,665,665.0,120.2013,0.0
666,666,666.0,46.4412,0.0
667,667,667.0,30.66150495712194,0.0
668,668,668.0,19.79477820229794,0.0
669,669,669.0,_,0.0
670,670,670.0,51.24829563266231,0.0
671,671,671.0,0.0,0.0
672,672,672.0,26.79957513684817,0.0
673,673,673.0,0.0,0.0
674,674,674.0,25.7599,0.0
675,675,675.0,34.667213984218144,0.0
676,676,676.0,23.060161859598608,0.0
677,677,677.0,74.7389,0.0
678,678,678.0,26.536769421518454,0.0
679,679,679.0,23.98828809202552,0.0
680,680,680.0,0.0,0.0
681,681,681.0,68.7969,0.0
682,682,682.0,32.107308343852694,0.0
683,683,683.0,21.4687,0.0
684,684,684.0,31.8204,0.0
685,685,685.0,65.04555812937473,0.0
686,686,686.0,32.0117,0.0
687,687,687.0,60.0627,0.0
688,688,688.0,22.198330672641067,0.0
689,689,689.0,46.23893864264148,0.0
690,690,690.0,19.0994659485172,0.0
691,691,691.0,56.03255455235205,0.0
692,692,692.0,0.0,0.0
693,693,693.0,40.36461719848967,0.0
694,694,694.0,27.348098643756593,0.0
695,695,695.0,32.7723,0.0
696,696,696.0,_,0.0
697,697,697.0,33.0822,0.0
698,698,698.0,,0.0
699,699,699.0,50.42363256415791,0.0
700,700,700.0,40.148010732453535,0.0
701,701,701.0,51.7233389921696,0.0
702,702,702.0,0.0,0.0
703,703,703.0,60.24609999999999,0.0
704,704,704.0,38.56216542315055,0.0
705,705,705.0,34.7329,0.0
706,706,706.0,36.64695380763047,0.0
707,707,707.0,47.034421158687444,0.0
708,708,708.0,65.95035500108361,0.0
709,709,709.0,51.72672306872815,0.0
710,710,710.0,_,0.0
711,711,711.0,39.7909,0.0
712,712,712.0,_,0.0
713,713,713.0,55.2898642854251,0.0
714,714,714.0,26.61789815130068,0.0
715,715,715.0,55.0837,0.0
716,716,716.0,36.2053614094851,0.0
717,717,717.0,15.12754465730098,0.0
718,718,718.0,15.953699999999998,0.0
719,719,719.0,21.4687,0.0
720,720,720.0,22.752199833455933,0.0
721,721,721.0,21.30008199423622,0.0
722,722,722.0,38.44088015897399,0.0
723,723,723.0,0.0,0.0
724,724,724.0,32.0117,0.0
725,725,725.0,98.14505868644068,0.0
726,726,726.0,128.2296071493879,0.0
727,727,727.0,40.359130048212336,0.0
