,Unnamed: 0.1,Unnamed: 0,act_no,MAX_ASSET_VALUE
285,285,285,285,214263.0
286,286,286,286,1927312.0
287,287,287,287,7799225.0
288,288,288,288,10436.0
289,289,289,289,200322.0
290,290,290,290,417384166.0
291,291,291,291,16205436.0
292,292,292,292,17549714.0
293,293,293,293,1121509.0
294,294,294,294,817789.0
295,295,295,295,73031709.0
296,296,296,296,3422733.0
297,297,297,297,3094289.0
298,298,298,298,6081142.0
299,299,299,299,23003.0
300,300,300,300,3649036.0
301,301,301,301,1272542.0
302,302,302,302,4783374.0
303,303,303,303,2204636.0
304,304,304,304,7192696.0
305,305,305,305,0.0
306,306,306,306,1791502.0
307,307,307,307,38695416.0
308,308,308,308,11840542.0
309,309,309,309,120750.0
310,310,310,310,16170256.0
311,311,311,311,9499854.0
312,312,312,312,2969369.0
313,313,313,313,21807491.0
314,314,314,314,546706.0
315,315,315,315,25943640.0
316,316,316,316,48673.0
317,317,317,317,2962705.0
318,318,318,318,114504.0
319,319,319,319,2445346.0
320,320,320,320,32503099.0
321,321,321,321,65057114.0
322,322,322,322,7780379.0
323,323,323,323,57416107.0
324,324,324,324,29708849.0
325,325,325,325,76257.0
326,326,326,326,8842761.0
327,327,327,327,20212059.0
328,328,328,328,901711.0
329,329,329,329,21893883.0
330,330,330,330,20753413.0
331,331,331,331,4261.0
332,332,332,332,102802.0
333,333,333,333,1030493.0
334,334,334,334,4783.0
335,335,335,335,406588.0
336,336,336,336,30240414.0
337,337,337,337,105391722.0
338,338,338,338,21182500.0
339,339,339,339,296592917.0
340,340,340,340,8744582.0
341,341,341,341,2790926.0
342,342,342,342,5614982.0
343,343,343,343,5942370.0
344,344,344,344,28001389.0
345,345,345,345,28593920.0
346,346,346,346,7829495.0
347,347,347,347,291857.0
348,348,348,348,3136.0
349,349,349,349,2568239.0
350,350,350,350,39193280.0
351,351,351,351,8431259.0
352,352,352,352,165033.0
353,353,353,353,15659.0
354,354,354,354,12126815.0
355,355,355,355,55653200.0
356,356,356,356,2349172.0
357,357,357,357,8238586.0
358,358,358,358,181342075.0
359,359,359,359,827758.0
360,360,360,360,438578.0
361,361,361,361,65034325.0
362,362,362,362,649381.0
363,363,363,363,2060209.0
364,364,364,364,181201.0
365,365,365,365,19336127.0
366,366,366,366,9627720.0
367,367,367,367,3770318.0
368,368,368,368,12265094.0
369,369,369,369,15076338.0
370,370,370,370,6565020.0
371,371,371,371,23934918.0
372,372,372,372,34582773.0
373,373,373,373,5246699.0
374,374,374,374,941927.0
375,375,375,375,94050.0
376,376,376,376,161877671.0
377,377,377,377,53602.0
378,378,378,378,3269.0
379,379,379,379,849885.0
380,380,380,380,40470994.0
381,381,381,381,24080987.0
382,382,382,382,1174504.0
383,383,383,383,37583521.0
384,384,384,384,10829068.0
385,385,385,385,199829.0
386,386,386,386,19946966.0
387,387,387,387,3219671.0
388,388,388,388,8726532.0
389,389,389,389,34540626.0
390,390,390,390,2358879.0
391,391,391,391,3062078.0
392,392,392,392,1265962.0
393,393,393,393,5988.0
394,394,394,394,777621.0
395,395,395,395,8643757.0
396,396,396,396,3209755.0
397,397,397,397,1445340.0
398,398,398,398,32482079.0
399,399,399,399,216101220.0
400,400,400,400,1605542.0
401,401,401,401,25374780.0
402,402,402,402,29279067.0
403,403,403,403,22598219.0
404,404,404,404,647000.0
405,405,405,405,1177979.0
406,406,406,406,119447712.0
407,407,407,407,1064162367.0
408,408,408,408,20282.0
409,409,409,409,61739.0
410,410,410,410,1223604.0
411,411,411,411,16392940.0
412,412,412,412,9115245.0
413,413,413,413,531589.0
414,414,414,414,4495707.0
415,415,415,415,3425319.0
416,416,416,416,26863902.0
417,417,417,417,101314851.0
418,418,418,418,6941323.0
419,419,419,419,685823.0
420,420,420,420,3972787.0
421,421,421,421,15210628.0
422,422,422,422,475942.0
423,423,423,423,66178295.0
424,424,424,424,4769480.0
425,425,425,425,122942807.0
426,426,426,426,66721357.0
427,427,427,427,109894963.0
428,428,428,428,7922767.0
429,429,429,429,44048072.0
430,430,430,430,7594142.0
431,431,431,431,3066832.0
432,432,432,432,20645895.0
433,433,433,433,2382525.0
434,434,434,434,475050.0
435,435,435,435,51947.0
436,436,436,436,100100.0
437,437,437,437,1099047.0
438,438,438,438,296501.0
439,439,439,439,97.0
440,440,440,440,188438650.0
441,441,441,441,15277788.0
442,442,442,442,20982762.0
443,443,443,443,87777340.0
444,444,444,444,2249935.0
445,445,445,445,7694191.0
446,446,446,446,6952297.0
447,447,447,447,6778337.0
448,448,448,448,22152901.0
449,449,449,449,113300661.0
450,450,450,450,17207599.0
451,451,451,451,3912782.0
452,452,452,452,7927749.0
453,453,453,453,1691790.0
454,454,454,454,9610945.0
455,455,455,455,25543271.0
456,456,456,456,374395.0
457,457,457,457,7610275.0
458,458,458,458,23087212.0
459,459,459,459,28036.0
460,460,460,460,22099573.0
461,461,461,461,6113680.0
462,462,462,462,24771354.0
463,463,463,463,2732914.0
464,464,464,464,2630675.0
465,465,465,465,512747.0
466,466,466,466,6096678.0
467,467,467,467,28817184.0
468,468,468,468,133119.0
469,469,469,469,12318415.0
470,470,470,470,167973746.0
471,471,471,471,35786379.0
472,472,472,472,118835059.0
473,473,473,473,1284515.0
474,474,474,474,2093154.0
475,475,475,475,13131940.0
476,476,476,476,49552147.0
477,477,477,477,500384.0
478,478,478,478,1083252.0
479,479,479,479,10151508.0
480,480,480,480,4290850.0
481,481,481,481,20044033.0
482,482,482,482,2413500.0
483,483,483,483,295260.0
484,484,484,484,99623.0
485,485,485,485,101772460.0
486,486,486,486,80882572.0
487,487,487,487,3297981.0
488,488,488,488,2423578.0
489,489,489,489,4251751.0
490,490,490,490,4313714.0
491,491,491,491,13933361.0
492,492,492,492,4913002.0
493,493,493,493,3404289.0
494,494,494,494,276193260.0
495,495,495,495,26843521.0
496,496,496,496,52006.0
497,497,497,497,7133262.0
498,498,498,498,3691125.0
499,499,499,499,2075220.0
500,500,500,500,308639929.0
501,501,501,501,1579212.0
502,502,502,502,73240233.0
503,503,503,503,509725.0
504,504,504,504,1488498.0
505,505,505,505,22319609.0
506,506,506,506,4759348.0
507,507,507,507,4924311.0
508,508,508,508,16643906.0
509,509,509,509,2120245.0
510,510,510,510,1378238.0
511,511,511,511,24122653.0
512,512,512,512,213993.0
513,513,513,513,6092669.0
514,514,514,514,90753.0
515,515,515,515,163726328.0
516,516,516,516,21406291.0
517,517,517,517,35568882.0
518,518,518,518,7412997.0
519,519,519,519,1295945.0
520,520,520,520,67095737.0
521,521,521,521,2742238.0
522,522,522,522,7781135.0
523,523,523,523,917934.0
524,524,524,524,2780014.0
525,525,525,525,2431613.0
526,526,526,526,226500.0
527,527,527,527,6263990.0
528,528,528,528,14949248.0
529,529,529,529,504116.0
530,530,530,530,63735254.0
531,531,531,531,20317165.0
532,532,532,532,30209227.0
533,533,533,533,26709116.0
534,534,534,534,115603393.0
535,535,535,535,324305200.0
536,536,536,536,36927562.0
537,537,537,537,692454.0
538,538,538,538,3018631.0
539,539,539,539,838073.0
540,540,540,540,50494646.0
541,541,541,541,15000.0
542,542,542,542,546570.0
543,543,543,543,624401749.0
544,544,544,544,25543900.0
545,545,545,545,704542.0
546,546,546,546,25893335.0
547,547,547,547,10663363.0
548,548,548,548,58065271.0
549,549,549,549,22680545.0
550,550,550,550,6040000.0
551,551,551,551,12903432.0
552,552,552,552,2340500.0
553,553,553,553,18564232.0
554,554,554,554,1732282.0
555,555,555,555,1345890.0
556,556,556,556,6028274.0
557,557,557,557,4196106.0
558,558,558,558,7962940.0
559,559,559,559,10369663.0
560,560,560,560,12898961.0
561,561,561,561,8397170.0
562,562,562,562,3371074.0
563,563,563,563,35232252.0
564,564,564,564,13073867.0
565,565,565,565,3512398.0
566,566,566,566,69287.0
567,567,567,567,81986.0
568,568,568,568,2122499.0
569,569,569,569,61829639.0
570,570,570,570,2230382.0
571,571,571,571,1151466.0
572,572,572,572,50696710.0
573,573,573,573,15693770.0
574,574,574,574,15337328.0
575,575,575,575,2830029.0
576,576,576,576,8163136.0
577,577,577,577,5548795.0
578,578,578,578,15000.0
579,579,579,579,1319404.0
580,580,580,580,1564163.0
581,581,581,581,1017805.0
582,582,582,582,6923232.0
583,583,583,583,236778.0
584,584,584,584,29220398.0
585,585,585,585,3271.0
586,586,586,586,749989.0
587,587,587,587,183698435.0
588,588,588,588,752122.0
589,589,589,589,5000.0
590,590,590,590,3883367.0
591,591,591,591,42572600.0
592,592,592,592,102905.0
593,593,593,593,6610777.0
594,594,594,594,3261117.0
595,595,595,595,154102.0
596,596,596,596,245953.0
597,597,597,597,15000.0
598,598,598,598,997283.0
599,599,599,599,5000.0
600,600,600,600,10230465.0
601,601,601,601,17796645.0
602,602,602,602,30993741.0
603,603,603,603,2865352.0
604,604,604,604,4090330.0
605,605,605,605,712485.0
606,606,606,606,50649490.0
607,607,607,607,27179104.0
608,608,608,608,736792.0
609,609,609,609,5717193.0
610,610,610,610,1187084.0
611,611,611,611,5069233.0
612,612,612,612,14178825.0
613,613,613,613,183593.0
614,614,614,614,18030696.0
615,615,615,615,2827446.0
616,616,616,616,8804301.0
617,617,617,617,18049379.0
618,618,618,618,11439122.0
619,619,619,619,14206223.0
620,620,620,620,74005360.0
621,621,621,621,9086167.0
622,622,622,622,17946749.0
623,623,623,623,19450.0
624,624,624,624,7182453.0
625,625,625,625,244086.0
626,626,626,626,9659145.0
627,627,627,627,1043055.0
628,628,628,628,54344591.0
629,629,629,629,182728.0
630,630,630,630,17687602.0
631,631,631,631,9278947.0
632,632,632,632,6986984.0
633,633,633,633,3744991.0
634,634,634,634,19236560.0
635,635,635,635,47990008.0
636,636,636,636,10634483.0
637,637,637,637,17884815.0
638,638,638,638,5332345.0
639,639,639,639,4583819.0
640,640,640,640,117878.0
641,641,641,641,2184901.0
642,642,642,642,5297586.0
643,643,643,643,939361.0
644,644,644,644,7406686.0
645,645,645,645,24629317.0
646,646,646,646,178100.0
647,647,647,647,2529600.0
648,648,648,648,209338170.0
649,649,649,649,7015903.0
650,650,650,650,21965097.0
651,651,651,651,4774100.0
652,652,652,652,1000000.0
653,653,653,653,492887.0
654,654,654,654,223601.0
655,655,655,655,5940911.0
656,656,656,656,505141.0
657,657,657,657,3102734.0
658,658,658,658,10010488.0
659,659,659,659,18467070.0
660,660,660,660,231612356.0
661,661,661,661,3753618.0
662,662,662,662,15179990.0
663,663,663,663,50452033.0
664,664,664,664,54717195.0
665,665,665,665,475022.0
666,666,666,666,1130413.0
667,667,667,667,355200.0
668,668,668,668,14792939.0
669,669,669,669,10000.0
670,670,670,670,17765350.0
671,671,671,671,30003.0
672,672,672,672,19246765.0
673,673,673,673,1133902.0
674,674,674,674,62436453.0
675,675,675,675,4117864.0
676,676,676,676,1842525.0
677,677,677,677,6467272.0
678,678,678,678,16446328.0
679,679,679,679,2404413.0
680,680,680,680,16710.0
681,681,681,681,165003.0
682,682,682,682,24176925.0
683,683,683,683,741970.0
684,684,684,684,1849959.0
685,685,685,685,5558855.0
686,686,686,686,213000.0
687,687,687,687,38963254.0
688,688,688,688,4613993.0
689,689,689,689,4930184.0
690,690,690,690,2025991.0
691,691,691,691,397337.0
692,692,692,692,123878.0
693,693,693,693,4136170.0
694,694,694,694,7941238.0
695,695,695,695,211418.0
696,696,696,696,5000.0
697,697,697,697,1855880.0
698,698,698,698,2987418.0
699,699,699,699,6927338.0
700,700,700,700,13847661.0
701,701,701,701,16388379.0
702,702,702,702,404246.0
703,703,703,703,86800934.0
704,704,704,704,6528651.0
705,705,705,705,3832290.0
706,706,706,706,1614880.0
707,707,707,707,7339457.0
708,708,708,708,44689345.0
709,709,709,709,1560502.0
710,710,710,710,3269.0
711,711,711,711,1049104.0
712,712,712,712,5000.0
713,713,713,713,39368347.0
714,714,714,714,1401969.0
715,715,715,715,22123794.0
716,716,716,716,39128518.0
717,717,717,717,7408.0
718,718,718,718,1086506.0
719,719,719,719,592179.0
720,720,720,720,3862985.0
721,721,721,721,78313015.0
722,722,722,722,2100790.0
723,723,723,723,26407.0
724,724,724,724,1340160.0
725,725,725,725,1477169.0
726,726,726,726,4485297.0
727,727,727,727,35745718.0
728,728,728,728,1676440.0
729,729,729,729,29956210.0
730,730,730,730,50872599.0
731,731,731,731,4147630.0
732,732,732,732,789807.0
733,733,733,733,1735577.0
734,734,734,734,1420763.0
735,735,735,735,724500.0
736,736,736,736,147075758.0
737,737,737,737,812656.0
738,738,738,738,91185.0
739,739,739,739,0.0
740,740,740,740,5593650.0
741,741,741,741,10000.0
742,742,742,742,488000.0
743,743,743,743,224066.0
744,744,744,744,7453650.0
745,745,745,745,2414292.0
746,746,746,746,24704538.0
747,747,747,747,12034036.0
748,748,748,748,3119770.0
749,749,749,749,1765603.0
750,750,750,750,365290.0
751,751,751,751,3706618.0
752,752,752,752,10000.0
753,753,753,753,66482.0
754,754,754,754,258681.0
755,755,755,755,15000.0
756,756,756,756,17536797.0
757,757,757,757,36210628.0
758,758,758,758,26430335.0
759,759,759,759,1704434.0
760,760,760,760,1082715.0
761,761,761,761,2573650.0
762,762,762,762,380571.0
763,763,763,763,3211516.0
764,764,764,764,437628.0
765,765,765,765,63115413.0
766,766,766,766,876036.0
767,767,767,767,2000000.0
768,768,768,768,971599.0
769,769,769,769,4644023.0
770,770,770,770,4216221.0
771,771,771,771,5939929.0
772,772,772,772,746369398.0
773,773,773,773,9309487.0
774,774,774,774,7560505.0
775,775,775,775,23560782.0
776,776,776,776,1199449.0
777,777,777,777,1362905.0
778,778,778,778,1200317.0
779,779,779,779,5812.0
780,780,780,780,102316841.0
781,781,781,781,1075971.0
782,782,782,782,924894.0
783,783,783,783,39220604.0
784,784,784,784,13209246.0
785,785,785,785,81112900.0
786,786,786,786,76717395.0
787,787,787,787,42252170.0
788,788,788,788,4535995.0
789,789,789,789,30304058.0
790,790,790,790,7926635.0
791,791,791,791,1412432.0
792,792,792,792,5000.0
793,793,793,793,3167323.0
794,794,794,794,4968850.0
795,795,795,795,78986245.0
796,796,796,796,15192652.0
797,797,797,797,20601233.0
798,798,798,798,40500607.0
799,799,799,799,46941028.0
800,800,800,800,2705648.0
801,801,801,801,4294061.0
802,802,802,802,19652675.0
803,803,803,803,34911812.0
804,804,804,804,5001464.0
805,805,805,805,5846898.0
806,806,806,806,1686668.0
807,807,807,807,195400.0
808,808,808,808,14321981.0
809,809,809,809,141981.0
810,810,810,810,4426460.0
811,811,811,811,68797510.0
812,812,812,812,6573972.0
813,813,813,813,35324321.0
814,814,814,814,2988193.0
815,815,815,815,226912.0
816,816,816,816,628400.0
817,817,817,817,906530.0
818,818,818,818,109501247.0
819,819,819,819,9257316.0
820,820,820,820,30788626.0
821,821,821,821,34105.0
822,822,822,822,16627259.0
823,823,823,823,428064.0
824,824,824,824,202000800.0
825,825,825,825,9075263.0
826,826,826,826,697085.0
827,827,827,827,91708695.0
828,828,828,828,2307101.0
829,829,829,829,3914137.0
830,830,830,830,334250.0
831,831,831,831,2409208.0
832,832,832,832,3303253.0
833,833,833,833,32086691.0
834,834,834,834,81948.0
835,835,835,835,2342007.0
836,836,836,836,701564.0
837,837,837,837,27461415.0
838,838,838,838,82291297.0
839,839,839,839,23729192.0
840,840,840,840,3218110.0
841,841,841,841,20413720.0
842,842,842,842,87521.0
843,843,843,843,611447324.0
844,844,844,844,204501.0
845,845,845,845,1650785.0
846,846,846,846,4185600.0
847,847,847,847,4945631.0
848,848,848,848,2755575.0
849,849,849,849,3440454.0
850,850,850,850,2002180.0
851,851,851,851,4239302.0
852,852,852,852,12589386.0
853,853,853,853,16848311.0
854,854,854,854,36237970.0
855,855,855,855,10565501.0
856,856,856,856,5622341.0
857,857,857,857,34495470.0
858,858,858,858,934729.0
859,859,859,859,3119921.0
860,860,860,860,92534258.0
861,861,861,861,4989047.0
862,862,862,862,1775446.0
863,863,863,863,2599531.0
864,864,864,864,21079315.0
865,865,865,865,7107.0
866,866,866,866,141108435.0
867,867,867,867,5592461.0
868,868,868,868,796897.0
869,869,869,869,1266333.0
870,870,870,870,742823.0
871,871,871,871,17174329.0
872,872,872,872,16206103.0
873,873,873,873,517904.0
874,874,874,874,8042506.0
875,875,875,875,45536554.0
876,876,876,876,1063521.0
877,877,877,877,76842623.0
878,878,878,878,9924510.0
879,879,879,879,10233648.0
880,880,880,880,16951816.0
881,881,881,881,82583576.0
882,882,882,882,1833564.0
883,883,883,883,10000.0
884,884,884,884,3231444.0
885,885,885,885,44065035.0
886,886,886,886,2023345.0
887,887,887,887,284547.0
888,888,888,888,6314665.0
889,889,889,889,253797850.0
890,890,890,890,131004.0
891,891,891,891,1461600.0
892,892,892,892,21924.0
893,893,893,893,82258954.0
894,894,894,894,9697502.0
895,895,895,895,14902436.0
896,896,896,896,5869741.0
897,897,897,897,17928423.0
898,898,898,898,13048055.0
899,899,899,899,9153265.0
900,900,900,900,1108931.0
901,901,901,901,104568535.0
902,902,902,902,9060064.0
903,903,903,903,33566632.0
904,904,904,904,18753770.0
905,905,905,905,2717773.0
906,906,906,906,2856742.0
907,907,907,907,89440158.0
908,908,908,908,51205983.0
909,909,909,909,105548.0
910,910,910,910,4101078.0
911,911,911,911,43696189.0
912,912,912,912,978573.0
913,913,913,913,10511145.0
914,914,914,914,812953.0
915,915,915,915,5620364.0
916,916,916,916,741224.0
917,917,917,917,12663.0
918,918,918,918,883228.0
919,919,919,919,1027608.0
920,920,920,920,88004.0
921,921,921,921,24887265.0
922,922,922,922,117299673.0
923,923,923,923,15133634.0
924,924,924,924,338039.0
925,925,925,925,10018333.0
926,926,926,926,11081378.0
927,927,927,927,67802.0
928,928,928,928,2721606.0
929,929,929,929,4331632.0
930,930,930,930,3064035.0
931,931,931,931,1028560.0
932,932,932,932,1020860.0
933,933,933,933,799411591.0
934,934,934,934,17816.0
935,935,935,935,94387243.0
936,936,936,936,39384356.0
937,937,937,937,25708.0
938,938,938,938,9389796.0
939,939,939,939,1189661.0
940,940,940,940,3291796.0
941,941,941,941,37637741.0
942,942,942,942,1904455.0
943,943,943,943,2433899.0
944,944,944,944,49118180.0
945,945,945,945,2500000.0
946,946,946,946,4.0
947,947,947,947,279485.0
948,948,948,948,7741320.0
949,949,949,949,2143318.0
950,950,950,950,11968620.0
951,951,951,951,12771804.0
952,952,952,952,5235949.0
953,953,953,953,1342433.0
954,954,954,954,34270738.0
955,955,955,955,4460781.0
956,956,956,956,3289676.0
957,957,957,957,1087398.0
958,958,958,958,651279.0
959,959,959,959,26155.0
960,960,960,960,13744990.0
961,961,961,961,15608088.0
962,962,962,962,60319748.0
963,963,963,963,134502908.0
964,964,964,964,3051918.0
965,965,965,965,211674.0
966,966,966,966,1242501.0
967,967,967,967,1179277.0
968,968,968,968,6589651.0
969,969,969,969,1552636.0
970,970,970,970,183034327.0
971,971,971,971,242019.0
972,972,972,972,187784.0
973,973,973,973,360638.0
974,974,974,974,4577384.0
975,975,975,975,5829406.0
976,976,976,976,30581495.0
977,977,977,977,163251301.0
978,978,978,978,12591818.0
979,979,979,979,9054215.0
980,980,980,980,113275532.0
981,981,981,981,3278950.0
982,982,982,982,3470324.0
983,983,983,983,8657618.0
984,984,984,984,5393704.0
985,985,985,985,6800796.0
986,986,986,986,39014943.0
987,987,987,987,147032.0
988,988,988,988,50002.0
989,989,989,989,30139233.0
990,990,990,990,21901924.0
991,991,991,991,96866189.0
992,992,992,992,168319900.0
993,993,993,993,41154924.0
994,994,994,994,101249.0
995,995,995,995,2619264.0
996,996,996,996,2619812.0
997,997,997,997,125370000.0
998,998,998,998,52229199.0
999,999,999,999,6116226.0
1000,1000,1000,1000,2306617.0
1001,1001,1001,1001,348268572.0
1002,1002,1002,1002,78409557.0
1003,1003,1003,1003,7514356.0
1004,1004,1004,1004,16571739.0
1005,1005,1005,1005,26283450.0
1006,1006,1006,1006,8083568.0
1007,1007,1007,1007,34919.0
1008,1008,1008,1008,119099.0
1009,1009,1009,1009,7506050.0
