,Unnamed: 0,act_no,tot_aet_tld_rnd_202201,tot_aet_tld_rnd_202202,tot_aet_tld_rnd_202203,tot_aet_tld_rnd_202204,tot_aet_tld_rnd_202205,tot_aet_tld_rnd_202206
58,58,58,2520500.0,2825800.0,2719300.0,2190638.0,1970554.0,1445174
59,59,59,982866.0,987866.0,985166.0,933527.0,934956.0,790365
60,60,60,3196399.0,3136399.0,3091399.0,3136418.0,4576418.0,3566418
61,61,61,860061.0,783061.0,961061.0,806061.0,952061.0,653061
62,62,62,2712249.0,2720249.0,2633999.0,2883382.0,2907502.0,3011902
63,63,63,6335105.0,5869523.0,5501298.0,5321839.0,5269180.0,4460584
64,64,64,11577989.0,11453026.0,12113793.0,11950058.0,11926745.0,9073750
65,65,65,93643.0,95686.0,116191.0,120762.0,66155.0,61565
66,66,66,944245.0,898715.0,891715.0,846353.0,859463.0,735463
67,67,67,17946.0,15000.0,15000.0,15000.0,15000.0,15000
68,68,68,49450.0,69688.0,77550.0,71292.0,114842.0,100000
69,69,69,3228090.0,3931742.0,4097292.0,3538622.0,2902152.0,2827141
70,70,70,14208830.0,13571286.0,16837093.0,12998336.0,15569693.0,12246952
71,71,71,16668908.0,2878840.0,2773840.0,3187799.0,13322610.0,11583803
72,72,72,4146619.0,4609127.0,4642403.0,4450314.0,4254435.0,3878881
73,73,73,10133624.0,11272301.0,11267351.0,13233013.0,12145730.0,11027277
74,74,74,27299693.0,28251233.0,13132145.0,12280501.0,12320344.0,11291458
75,75,75,2635875.0,2558720.0,2743240.0,2484864.0,2528206.0,1917306
76,76,76,618860.0,618702.0,637723.0,595208.0,579666.0,461951
77,77,77,3577898.0,3537958.0,3452918.0,3371855.0,3247067.0,2690811
78,78,78,96776310.0,98487025.0,101403224.0,91206542.0,96997967.0,93526035
79,79,79,162432.0,140535.0,213948.0,136029.0,166875.0,167198
80,80,80,15000.0,15000.0,15000.0,15000.0,15000.0,15000
81,81,81,9254469.0,10208982.0,11613998.0,12264262.0,12061258.0,10218361
82,82,82,7212240.0,7398130.0,7715370.0,5708404.0,5576268.0,4649018
83,83,83,10570409.0,12110009.0,13126607.0,14291973.0,14807747.0,13221548
84,84,84,3481612.0,3268812.0,3431812.0,3326120.0,3351130.0,2761820
85,85,85,9491.0,8098.0,9206.0,7277.0,8201.0,7179
86,86,86,3319.0,3175.0,3136.0,2032.0,1484.0,1527
87,87,87,,,,,,25040
88,88,88,2468528.0,2468558.0,2468589.0,2468630.0,2468681.0,897162
89,89,89,5655799.0,5738398.0,4553339.0,4691570.0,3307753.0,2782749
90,90,90,5633884.0,5857164.0,6517244.0,4402132.0,4386932.0,1318
91,91,91,5373660.0,5964252.0,6039200.0,5793793.0,6753179.0,9091347
92,92,92,1736827.0,1971657.0,1983637.0,1985762.0,2149619.0,1733379
93,93,93,102524927.0,116195747.0,121621542.0,116169440.0,117224429.0,99165629
94,94,94,2522213.0,3014850.0,2963930.0,2953117.0,2991132.0,2824430
95,95,95,43566152.0,43984797.0,45025873.0,45205020.0,45056355.0,42003620
96,96,96,97305.0,98505.0,101355.0,104805.0,107805.0,102205
97,97,97,3041703.0,3102430.0,3166718.0,3280148.0,3371268.0,2655708
98,98,98,2036875.0,1972675.0,1924625.0,1771455.0,1908012.0,1605233
99,99,99,7896056.0,8596842.0,8749081.0,8586120.0,7544104.0,6056756
100,100,100,502895.0,552705.0,559785.0,568317.0,551737.0,494967
101,101,101,56354.0,67154.0,71154.0,63128.0,61628.0,54328
102,102,102,15043.0,67076.0,15014.0,15017.0,15017.0,50267
103,103,103,1247376.0,1420876.0,1536176.0,1459132.0,1324570.0,1045670
104,104,104,2343043.0,2515180.0,2695325.0,2696940.0,2494157.0,2606397
105,105,105,20247.0,20261.0,20276.0,20292.0,20311.0,195213
106,106,106,11090100.0,13475450.0,15963450.0,15162341.0,13355010.0,12342955
107,107,107,8275416.0,8951005.0,9596259.0,7919915.0,7989907.0,7207317
108,108,108,73010699.0,47630568.0,48927153.0,50237864.0,49481375.0,76489578
109,109,109,7865611.0,8638516.0,9289316.0,8192783.0,7591284.0,5948301
110,110,110,58828568.0,39531645.0,61518836.0,27965069.0,17149014.0,9823436
111,111,111,121000.0,109200.0,230594.0,212806.0,100000.0,77700
112,112,112,1037162.0,1358733.0,1071770.0,1263437.0,516579.0,205845
113,113,113,2356114.0,0.0,0.0,0.0,0.0,0
114,114,114,2015193.0,2184443.0,2266880.0,2085074.0,2073911.0,1398391
115,115,115,1353576.0,1925986.0,2138261.0,1713638.0,1633335.0,1248037
116,116,116,2033349.0,2231222.0,2221647.0,2132301.0,2125183.0,1867274
117,117,117,1665817.0,1677630.0,1677854.0,1609556.0,1578585.0,1331098
118,118,118,6481.0,6916.0,7071.0,6093.0,4385.0,2625
119,119,119,25172.0,25172.0,25172.0,25172.0,25172.0,25000
120,120,120,0.0,10000.0,10000.0,10000.0,10000.0,10000
121,121,121,11952103.0,10410605.0,11176086.0,11464635.0,11381694.0,11161329
122,122,122,1012433.0,1019483.0,1021983.0,986410.0,933910.0,816160
123,123,123,12529211.0,13815560.0,13163439.0,11746321.0,11215447.0,11934365
124,124,124,28265770.0,29397770.0,30010270.0,30428437.0,28428232.0,28408232
125,125,125,37528933.0,44771055.0,41421181.0,55509985.0,46403168.0,38107635
126,126,126,16176310.0,10415000.0,16099456.0,14930451.0,15428389.0,12904329
127,127,127,55430285.0,84882190.0,91563713.0,95922071.0,119625448.0,124104193
128,128,128,10260698.0,10843348.0,10882648.0,10674397.0,10440496.0,8746948
129,129,129,5392927.0,5813721.0,6429383.0,5014717.0,5003339.0,4353462
130,130,130,234107.0,238423.0,270033.0,181118.0,184498.0,144171
131,131,131,8205521.0,8509512.0,9047667.0,8102323.0,7900092.0,6822368
132,132,132,23339429.0,23312526.0,24632151.0,23660958.0,23262963.0,21011438
133,133,133,9686860.0,10327466.0,9062248.0,5872574.0,6027502.0,5319282
134,134,134,30646917.0,37554874.0,40783241.0,35093900.0,28553000.0,30881200
135,135,135,185931.0,188106.0,108656.0,20569.0,20094.0,15144
136,136,136,,,,5000302.0,12359434.0,10858104
137,137,137,167845113.0,168719528.0,174927287.0,178669931.0,170768151.0,157761319
138,138,138,97151307.0,112816692.0,122306352.0,109483754.0,100779046.0,79223256
139,139,139,46145231.0,46240021.0,51144551.0,50025363.0,47763973.0,40962973
140,140,140,36748508.0,38602308.0,38997958.0,35925067.0,57973199.0,47529469
141,141,141,173438374.0,175101174.0,168860274.0,159528375.0,184287296.0,169354396
142,142,142,4494013.0,4522326.0,4640816.0,4457740.0,4187418.0,3646004
143,143,143,15315134.0,24048812.0,22936542.0,34681468.0,23083835.0,1046352
144,144,144,2389737.0,2385937.0,2379027.0,2337452.0,2327941.0,2122912
145,145,145,2032464.0,1967429.0,2126793.0,1973868.0,1840869.0,1758569
146,146,146,28615685.0,29963699.0,36124942.0,21599807.0,20726156.0,14993522
147,147,147,666657.0,881067.0,926067.0,821676.0,803676.0,607476
148,148,148,1546788.0,1525825.0,1559732.0,1444904.0,1439710.0,1445632
149,149,149,648667.0,680667.0,722667.0,643669.0,784669.0,761669
150,150,150,5000.0,5000.0,5000.0,5000.0,5000.0,5000
151,151,151,24785.0,2526.0,3269.0,2076.0,2187.0,1856
152,152,152,,,,0.0,0.0,207836
153,153,153,0.0,0.0,2560300.0,3000000.0,3000000.0,3000000
154,154,154,112147.0,113397.0,118897.0,122154.0,115654.0,98904
155,155,155,58152072.0,53868648.0,50214265.0,46441296.0,45546540.0,29271157
156,156,156,95895813.0,76306676.0,120761866.0,121012306.0,121010968.0,121767011
157,157,157,23470484.0,16804584.0,17000340.0,16902924.0,15300121.0,14629729
158,158,158,2968195.0,3022179.0,3024321.0,2994403.0,2926547.0,2736587
159,159,159,1528100.0,1654800.0,1890000.0,1648666.0,1593788.0,1316388
160,160,160,3495228.0,4192908.0,4509758.0,4250598.0,4185248.0,3951050
161,161,161,11844337.0,11938787.0,12060887.0,9320214.0,10455129.0,8184629
162,162,162,409402.0,409819.0,413904.0,412215.0,411990.0,398964
163,163,163,21218108.0,21298711.0,22926485.0,22409521.0,21137446.0,17032714
164,164,164,693315.0,742847.0,819786.0,732536.0,1639456.0,1188116
165,165,165,2184287.0,3601219.0,3604140.0,2075952.0,4059997.0,1717500
166,166,166,10713684.0,10266690.0,12329379.0,10074053.0,10042744.0,8816989
167,167,167,829012.0,800965.0,847937.0,774272.0,754012.0,742945
168,168,168,,3387280.0,3484170.0,3374311.0,3389591.0,3484761
169,169,169,25935776.0,42399266.0,42687079.0,55652880.0,68047428.0,57985682
170,170,170,4893500.0,38080887.0,5076664.0,5076418.0,5999241.0,4795000
171,171,171,99261130.0,95820875.0,96306700.0,101160770.0,97826795.0,95020338
172,172,172,5005000.0,5005001.0,5005001.0,5005001.0,5005001.0,5005001
173,173,173,2462914.0,2417723.0,2345009.0,2291072.0,2299501.0,1994086
174,174,174,197036.0,203336.0,210686.0,203709.0,168359.0,141409
175,175,175,9207181.0,15769.0,15769.0,79982.0,79982.0,5158901
176,176,176,7343683.0,8354363.0,9030569.0,8697864.0,23839625.0,22592275
177,177,177,3768602.0,3552287.0,4105993.0,6405846.0,6255255.0,5897976
178,178,178,6752389.0,6676099.0,6647906.0,6569785.0,6782111.0,5962866
179,179,179,110848.0,111368.0,97848.0,82769.0,94729.0,76269
180,180,180,15441417.0,13225123.0,14585305.0,14827683.0,15074806.0,14445866
181,181,181,280000.0,269500.0,283500.0,262500.0,261500.0,198600
182,182,182,5031792.0,6075704.0,6541172.0,19068639.0,17454578.0,15502348
183,183,183,587908.0,552155.0,524732.0,397385.0,436321.0,297558
184,184,184,24550.0,19700.0,26050.0,22000.0,20550.0,14850
185,185,185,17328981.0,17045979.0,16530355.0,15959859.0,16065698.0,13706983
186,186,186,199375298.0,198943420.0,207749107.0,205176300.0,201096772.0,171678813
187,187,187,141976.0,162948.0,166709.0,181692.0,180755.0,144222
188,188,188,53821508.0,14654725.0,8999053.0,6477212.0,5753149.0,3132502
189,189,189,3870000.0,4092000.0,6755100.0,6011450.0,5580000.0,4177250
190,190,190,0.0,50000.0,50000.0,50000.0,50000.0,50000
191,191,191,1119691.0,1131291.0,1131791.0,1368474.0,1549001.0,5180891
192,192,192,20348022.0,21778633.0,23080738.0,23940098.0,23910649.0,4430240
193,193,193,3084932.0,15399725.0,43650545.0,22840899.0,26418640.0,16401086
194,194,194,340304.0,352304.0,363104.0,362504.0,349304.0,303104
195,195,195,7640050.0,6802750.0,6689250.0,6530931.0,6574545.0,6688545
196,196,196,2580399.0,3376849.0,3729399.0,3390664.0,3275164.0,2700264
197,197,197,28160.0,20310.0,26050.0,22003.0,20553.0,14853
198,198,198,874231.0,866981.0,968531.0,858067.0,852892.0,722292
199,199,199,,20000000.0,20100150.0,20209920.0,20322420.0,19473420
200,200,200,81498348.0,81252548.0,77442648.0,73263957.0,75878656.0,65012056
201,201,201,1697149.0,2522438.0,3103338.0,3111679.0,3425630.0,1781651
202,202,202,53169153.0,52167417.0,51425309.0,52108302.0,74004941.0,58060332
203,203,203,559878.0,553886.0,644052.0,660508.0,613422.0,490428
204,204,204,28793346.0,28248546.0,28393028.0,55225.0,1906796.0,2051202
205,205,205,37137811.0,19716314.0,29413222.0,31434499.0,31828636.0,4140574
206,206,206,45469086.0,44992548.0,44769208.0,46764482.0,49073030.0,36612230
207,207,207,12.0,12.0,12.0,134800.0,385679.0,219680
208,208,208,2064620.0,2059170.0,2065377.0,2032339.0,2019545.0,1778059
209,209,209,43421558.0,45276778.0,45278148.0,44835712.0,43934024.0,41218524
210,210,210,16355790.0,17570251.0,18293942.0,17981950.0,17964870.0,15108892
211,211,211,1625820.0,1830653.0,2007205.0,815480.0,780180.0,593980
212,212,212,5289442.0,5348802.0,5600984.0,4929524.0,4958705.0,3687380
213,213,213,534161.0,305350.0,265500.0,289950.0,259550.0,277900
214,214,214,0.0,4197.0,4625.0,3605.0,3613.0,4034
215,215,215,33253196.0,33941346.0,34778396.0,33354243.0,33306342.0,30791342
216,216,216,22523330.0,23426418.0,33091326.0,29041497.0,28138012.0,24748684
217,217,217,5795381.0,5643511.0,6240534.0,6292660.0,6164099.0,4996399
218,218,218,20746125.0,20718057.0,21717251.0,20183528.0,20151934.0,17157717
219,219,219,11289830.0,14886782.0,17067270.0,17769925.0,17842062.0,15802901
220,220,220,1860094.0,1757669.0,1802394.0,1755538.0,1773753.0,1726278
221,221,221,3125678.0,3283957.0,4016880.0,3402298.0,3230245.0,2638819
222,222,222,2276285.0,2251925.0,2197325.0,2153756.0,2138682.0,1884032
223,223,223,3362076.0,4104539.0,4380321.0,3990761.0,3829790.0,3775522
224,224,224,7256303.0,11678313.0,14165620.0,16912162.0,16659882.0,14098378
225,225,225,631085.0,642180.0,489387.0,401207.0,369490.0,356525
226,226,226,5421358.0,6449901.0,6442909.0,6163360.0,6106285.0,5314356
227,227,227,64597004.0,64900238.0,61491761.0,49610939.0,58958252.0,42159971
228,228,228,3945419.0,1909119.0,1882119.0,1909502.0,2773502.0,2167502
229,229,229,0.0,0.0,0.0,0.0,0.0,1100150
230,230,230,13584816.0,15168155.0,16513195.0,18173028.0,17967734.0,15829758
231,231,231,9120804.0,9050809.0,8808700.0,8657994.0,8692467.0,7553723
232,232,232,34140495.0,44176783.0,60938528.0,49970875.0,46890035.0,44457817
233,233,233,6171825.0,6117844.0,6455543.0,15762286.0,19530889.0,13614639
234,234,234,27047971.0,29643731.0,31149381.0,26922085.0,25569685.0,20671955
235,235,235,25618421.0,26399514.0,27490737.0,27574633.0,26045037.0,21755037
236,236,236,10652130.0,10985830.0,10962230.0,10555851.0,10461665.0,9058773
237,237,237,133585472.0,137065286.0,147125059.0,139381932.0,140219230.0,120139637
238,238,238,8866403.0,9491423.0,9807223.0,9610463.0,9827201.0,8230701
239,239,239,2796298.0,2771311.0,2657521.0,2546674.0,2591144.0,2214308
240,240,240,11443491.0,11879244.0,12151751.0,11159930.0,6653201.0,5522001
241,241,241,302147.0,218647.0,218647.0,218811.0,218812.0,220480
242,242,242,632144.0,664927.0,551465.0,552360.0,537232.0,283850
243,243,243,8242528.0,8396028.0,8617903.0,8651430.0,9262015.0,7988399
244,244,244,48750072.0,52887072.0,42856343.0,39925388.0,38844770.0,32746770
245,245,245,3193.0,3049.0,2355.0,2313.0,2093.0,1808
246,246,246,2286487.0,2015223.0,2091323.0,1977360.0,2128182.0,2087951
247,247,247,125600.0,152000.0,175400.0,177600.0,149800.0,152800
248,248,248,269817.0,271827.0,280837.0,271347.0,268859.0,211873
249,249,249,913137.0,898762.0,868788.0,850210.0,863414.0,736330
250,250,250,6066830.0,6446020.0,7704967.0,7776545.0,7759171.0,5971402
251,251,251,1726703.0,1824951.0,1970853.0,2111526.0,2344866.0,2142087
252,252,252,12370796.0,12160040.0,12300532.0,11493505.0,11448859.0,10046810
253,253,253,137489277.0,135255008.0,131725042.0,114095298.0,115611927.0,102886557
254,254,254,597326.0,635081.0,643391.0,639069.0,609574.0,542840
255,255,255,10000.0,10000.0,10000.0,10000.0,10000.0,10000
256,256,256,0.0,0.0,0.0,2372824.0,2092171.0,1573575
257,257,257,3562690.0,3966139.0,4193228.0,4695708.0,5252559.0,4816605
258,258,258,2654.0,2654.0,22804.0,25658.0,23558.0,19808
259,259,259,331579.0,336709.0,372739.0,346133.0,331862.0,285399
260,260,260,4537654.0,4235404.0,4418554.0,4136470.0,4125251.0,2944211
261,261,261,5000.0,5000.0,5000.0,5000.0,5000.0,5000
262,262,262,1965257.0,2534879.0,2618894.0,2896687.0,2786777.0,2282557
263,263,263,73866603.0,74843011.0,74062580.0,70139850.0,69755771.0,65055000
264,264,264,4482039.0,5030092.0,4978436.0,4891422.0,5250573.0,4199131
265,265,265,3651272.0,3638696.0,3730582.0,3801829.0,3855609.0,3560055
266,266,266,25636079.0,25336656.0,24781821.0,24264555.0,23890988.0,20457574
267,267,267,46770693.0,47507258.0,49619758.0,47198125.0,43303488.0,31960288
268,268,268,904036.0,984293.0,1018305.0,1013645.0,1007022.0,901358
269,269,269,8888101.0,9194714.0,11574686.0,8966703.0,8875442.0,6165055
270,270,270,3805104.0,3554135.0,2089512.0,1715841.0,1550462.0,1310718
271,271,271,11729.0,12689.0,14219.0,14801.0,14981.0,12131
272,272,272,0.0,0.0,0.0,0.0,0.0,9566
273,273,273,1924.0,1732.0,2349.0,1701.0,1856.0,2224
274,274,274,19.0,9901653.0,10251010.0,21369254.0,18490478.0,15943506
275,275,275,26221909.0,26447864.0,30458947.0,27754625.0,28351363.0,23402536
276,276,276,111254718.0,113165797.0,121228458.0,115273730.0,113120415.0,110619579
277,277,277,75458677.0,72962362.0,71537870.0,70384219.0,70731386.0,63816720
278,278,278,9436298.0,9379288.0,13904038.0,14688053.0,15197692.0,11481145
279,279,279,14247290.0,13636602.0,18544616.0,15474971.0,13249032.0,12407591
280,280,280,11920830.0,12141849.0,11885480.0,11810472.0,14146970.0,12486624
281,281,281,1833101.0,9977489.0,13958511.0,2054365.0,2337206.0,2577964
282,282,282,775960.0,778720.0,142703.0,5000.0,5000.0,5000
283,283,283,330159.0,292159.0,314159.0,271159.0,271159.0,100500
284,284,284,1653371.0,1816321.0,1645571.0,1519485.0,1368785.0,1181335
285,285,285,189263.0,205263.0,214263.0,192801.0,181501.0,158001
286,286,286,1851259.0,1828258.0,1927312.0,1660731.0,438131.0,344168
287,287,287,1912012.0,3701207.0,4982127.0,7570067.0,7799225.0,6749515
288,288,288,4870.0,5051.0,10436.0,9075.0,9460.0,9047
289,289,289,,0.0,0.0,0.0,0.0,200322
290,290,290,358745604.0,374206571.0,417384166.0,363638895.0,360174291.0,301609690
291,291,291,10158086.0,10369571.0,15574441.0,16205436.0,15429016.0,11542726
292,292,292,11116745.0,14172141.0,17549714.0,724590.0,646890.0,3771650
293,293,293,168307.0,149307.0,160330.0,159307.0,159261.0,1121509
294,294,294,783959.0,787888.0,791747.0,810726.0,817789.0,792107
295,295,295,56211613.0,48552910.0,44769408.0,73031709.0,57655259.0,53746750
296,296,296,1836048.0,3422733.0,3133387.0,2353607.0,1741890.0,1361113
297,297,297,2745730.0,2858674.0,3094289.0,2796965.0,2739288.0,2410061
298,298,298,5916634.0,5976252.0,6081142.0,5886113.0,5907179.0,5450549
299,299,299,0.0,3.0,20153.0,23003.0,20903.0,0
300,300,300,3311144.0,3490874.0,3649036.0,3434842.0,3470885.0,2384889
301,301,301,799729.0,978074.0,1082249.0,997317.0,1272542.0,146227
302,302,302,4480388.0,4608108.0,4783374.0,4274268.0,4286274.0,3606934
303,303,303,308269.0,1999019.0,1910907.0,2204636.0,1964371.0,1731910
304,304,304,4155019.0,6086844.0,6478669.0,7192696.0,6697696.0,6397696
305,305,305,0.0,0.0,0.0,0.0,0.0,0
306,306,306,1791502.0,1151312.0,1196675.0,1214336.0,1280833.0,1068394
307,307,307,34707114.0,34830861.0,38695416.0,37244311.0,36895842.0,35014006
308,308,308,11424776.0,11513335.0,11840542.0,11759905.0,11527306.0,10034141
309,309,309,120750.0,105000.0,112875.0,106050.0,100485.0,77385
310,310,310,13042204.0,13617984.0,12979384.0,12275200.0,12747916.0,16170256
311,311,311,8981958.0,9136016.0,9499854.0,9265467.0,9261488.0,9080947
312,312,312,2885971.0,2834555.0,2969369.0,2840534.0,2796440.0,2298545
313,313,313,12441483.0,14597731.0,16288022.0,20892676.0,21807491.0,20585280
314,314,314,365756.0,360256.0,371256.0,443306.0,413056.0,546706
315,315,315,21505440.0,23415640.0,25943640.0,22551816.0,21401916.0,18274016
316,316,316,32193.0,24868.0,46618.0,48673.0,46348.0,37023
317,317,317,2658949.0,2962705.0,2703376.0,1234884.0,1825758.0,1710900
318,318,318,,100900.0,108900.0,114504.0,109704.0,90904
319,319,319,772427.0,1169706.0,2445346.0,121123.0,704127.0,1104776
320,320,320,32503099.0,31657891.0,32188735.0,29116762.0,25936960.0,25560755
321,321,321,65057114.0,52193664.0,55924459.0,50566587.0,46518197.0,35167692
322,322,322,7675898.0,7629601.0,7780379.0,7276098.0,7232627.0,7142195
323,323,323,30596131.0,36687629.0,41700158.0,57416107.0,51708008.0,46324127
324,324,324,25664985.0,22943128.0,11471580.0,19629203.0,29708849.0,12178065
325,325,325,0.0,0.0,0.0,0.0,0.0,76257
326,326,326,8381756.0,8642788.0,8842761.0,8614783.0,8572927.0,7936726
327,327,327,9745949.0,15994532.0,19334409.0,19977485.0,19716666.0,20212059
328,328,328,901711.0,588640.0,596140.0,651266.0,648315.0,652218
329,329,329,19657281.0,21324066.0,21893883.0,21354996.0,21809354.0,18711518
330,330,330,19806230.0,19492904.0,20753413.0,18696002.0,18164050.0,17369305
331,331,331,4261.0,4117.0,4078.0,2986.0,2438.0,2481
332,332,332,102802.0,3174.0,3917.0,2717.0,2828.0,2497
333,333,333,,,,,430764.0,1030493
334,334,334,,,,,,4783
335,335,335,300192.0,335386.0,406588.0,335453.0,311027.0,264270
336,336,336,27053905.0,27234575.0,28549875.0,29542864.0,30240414.0,27262789
337,337,337,86659544.0,85836933.0,100485133.0,96639204.0,105391722.0,102058936
338,338,338,20628094.0,21075039.0,21182500.0,19785887.0,19611983.0,16351934
339,339,339,284871143.0,284931929.0,296592917.0,257884339.0,254737905.0,251682590
340,340,340,6524469.0,6595549.0,6901264.0,6867103.0,8744582.0,7910542
341,341,341,2763944.0,2790926.0,1677899.0,1640106.0,1605154.0,1476148
342,342,342,5341181.0,5374551.0,5502251.0,5614982.0,5062712.0,4395052
343,343,343,3034419.0,3069800.0,2987100.0,5875220.0,5942370.0,4997770
344,344,344,28001389.0,27542989.0,23109489.0,22495761.0,22597173.0,19121573
345,345,345,89600.0,28593920.0,28232563.0,27127759.0,26071748.0,23410120
346,346,346,7647.0,7647.0,7647.0,4749458.0,5859692.0,7829495
347,347,347,167079.0,167149.0,189220.0,180444.0,171973.0,291857
348,348,348,,0.0,3136.0,2033.0,1485.0,1528
349,349,349,,,,,,2568239
350,350,350,9063902.0,18036281.0,20011908.0,28673162.0,39193280.0,29452109
351,351,351,7887152.0,8023543.0,8201796.0,8431259.0,8340397.0,7286924
352,352,352,165033.0,146033.0,157033.0,135533.0,135533.0,100533
353,353,353,15000.0,15000.0,15000.0,15659.0,15659.0,15659
354,354,354,10461339.0,10303391.0,12126815.0,12079936.0,11582705.0,10732056
355,355,355,37083344.0,38151020.0,42523700.0,54031200.0,55653200.0,44652406
356,356,356,1880492.0,2021992.0,2349172.0,2335356.0,2259116.0,1973593
357,357,357,6797439.0,6122036.0,5599938.0,8238586.0,7974382.0,6597016
358,358,358,180450029.0,181342075.0,10036680.0,5043025.0,21400.0,20440
359,359,359,826358.0,827758.0,811508.0,802106.0,781439.0,712839
360,360,360,438578.0,282300.0,319500.0,270001.0,255301.0,14
361,361,361,23898771.0,24594111.0,55674646.0,65034325.0,51062191.0,41807139
362,362,362,520213.0,639585.0,649381.0,643481.0,636373.0,520700
363,363,363,1974170.0,2060209.0,2043716.0,1849635.0,1804578.0,1644591
364,364,364,125601.0,152001.0,175401.0,181201.0,153401.0,156401
365,365,365,12237167.0,15126517.0,16327862.0,19336127.0,15907706.0,15896131
366,366,366,9627720.0,6678987.0,7913252.0,9218962.0,9078410.0,8157720
367,367,367,3770318.0,3710318.0,3585318.0,3490666.0,3505946.0,2985946
