,act_no,value_weighted_volatility
89,89.0,39.94991448385146
90,90.0,67.76077463148843
91,91.0,32.42140099938192
92,92.0,39.896771730049565
93,93.0,30.561776408880966
94,94.0,49.152835997342244
95,95.0,28.66386803765153
96,96.0,19.86552819006044
97,97.0,42.6892
98,98.0,27.50505729100781
99,99.0,28.0524072713322
100,100.0,39.32484691529965
101,101.0,74.7389
102,102.0,0.0
103,103.0,39.47092718745309
104,104.0,50.398238763092834
105,105.0,0.0
106,106.0,66.07545499447411
107,107.0,49.26181951155573
108,108.0,32.30958005532157
109,109.0,46.878058105522115
110,110.0,107.31243129452679
111,111.0,41.61840232749178
112,112.0,79.09600231552122
113,113.0,34.92154686731488
114,114.0,33.10325758082938
115,115.0,74.7389
116,116.0,33.39391989096204
117,117.0,32.01184770491994
118,118.0,_
119,119.0,_
120,120.0,_
121,121.0,31.42607930783816
122,122.0,41.65921270792584
123,123.0,77.14380000000001
124,124.0,43.200106769930294
125,125.0,43.26552835820896
126,126.0,56.226557448043565
127,127.0,27.799233360004294
128,128.0,59.35053906785466
129,129.0,35.8866438594857
130,130.0,_
131,131.0,26.754182970176586
132,132.0,31.217764024944334
133,133.0,68.7969
134,134.0,49.376276769410886
135,135.0,37.0904
136,136.0,37.532964499869706
137,137.0,31.082517354595222
138,138.0,60.37508611423345
139,139.0,32.77601504617786
140,140.0,32.755650899902456
141,141.0,67.97465955235643
142,142.0,26.482112659685406
143,143.0,78.59339510177358
144,144.0,22.657294443628913
145,145.0,24.128798559881567
146,146.0,0.0
147,147.0,56.6443
148,148.0,24.2720784010337
149,149.0,33.9518
150,150.0,_
151,151.0,0.0
152,152.0,0.0
153,153.0,0.0
154,154.0,21.6237
155,155.0,32.97295074030943
156,156.0,60.64808251618684
157,157.0,32.692947810794294
158,158.0,31.274495974925763
159,159.0,38.938726999033854
160,160.0,49.76084943396921
161,161.0,62.231816857516556
162,162.0,0.0
163,163.0,41.90489970014576
164,164.0,69.54226385348348
165,165.0,23.42690428349819
166,166.0,22.549244069263377
167,167.0,22.6134
168,168.0,21.4687
169,169.0,63.73492790445403
170,170.0,0.0
171,171.0,40.61393865012259
172,172.0,_
173,173.0,21.705589057912263
174,174.0,33.653
175,175.0,39.31533427621194
176,176.0,40.5150620095293
177,177.0,57.81083835752388
178,178.0,22.06771527023989
179,179.0,78.93199999999999
180,180.0,50.49217280777402
181,181.0,61.49724654152739
182,182.0,49.716182932639775
183,183.0,115.43371871840912
184,184.0,0.0
185,185.0,23.02039929376976
186,186.0,34.95375283324871
187,187.0,15.056807208747447
188,188.0,77.4924865940304
189,189.0,62.49929053071593
190,190.0,_
191,191.0,24.978834245638044
192,192.0,52.871885197185954
193,193.0,74.8353
194,194.0,25.7568
195,195.0,24.811125482547748
196,196.0,60.075910031161044
197,197.0,0.0
198,198.0,63.5137218617674
199,199.0,23.23858609527868
200,200.0,24.797
201,201.0,5.594568923594876
202,202.0,49.996412420196556
203,203.0,48.75274528663807
204,204.0,49.63404752710802
205,205.0,34.817059071917036
206,206.0,35.14856617911341
207,207.0,30.55968674131052
208,208.0,32.46283314513566
209,209.0,70.57803375690882
210,210.0,48.93019702136485
211,211.0,42.014245588618714
212,212.0,49.20694477928119
213,213.0,28.179500269407026
214,214.0,57.0617
215,215.0,31.400020049841043
216,216.0,78.83297373342867
217,217.0,42.687563117272006
218,218.0,37.21061973840768
219,219.0,45.39662409519226
220,220.0,34.835013805818065
221,221.0,73.6109144408186
222,222.0,25.14510224931255
223,223.0,22.801040348448314
224,224.0,22.409287226329027
225,225.0,0.0
226,226.0,23.590825777034286
227,227.0,113.11520543041647
228,228.0,49.58930000000001
229,229.0,21.4687
230,230.0,37.993191031517775
231,231.0,22.81874924361443
232,232.0,34.70262953369528
233,233.0,51.059935361572684
234,234.0,33.31014481272497
235,235.0,35.31689405914171
236,236.0,29.6111989396378
237,237.0,44.812624516745636
238,238.0,33.595779358291765
239,239.0,23.299050561636886
240,240.0,35.13343437741052
241,241.0,0.0
242,242.0,24.083031510841863
243,243.0,24.56524175933557
244,244.0,28.960690505998166
245,245.0,1.133216504854369
246,246.0,40.46006915521421
247,247.0,31.417199999999998
248,248.0,46.8381
249,249.0,21.749862812481112
250,250.0,42.565985280926846
251,251.0,31.448108654699716
252,252.0,26.116235009254975
253,253.0,24.081845336434153
254,254.0,31.127817168561975
255,255.0,0.0
256,256.0,17.400400000000005
257,257.0,8.12222041297048
258,258.0,0.0
259,259.0,16.95827774540005
260,260.0,42.04885326703266
261,261.0,_
262,262.0,34.99359735411991
263,263.0,30.629665933688464
264,264.0,37.352261539240644
265,265.0,26.505527795765286
266,266.0,26.86404704662459
267,267.0,40.03612512849898
268,268.0,44.983789990968056
269,269.0,_
270,270.0,29.17314238065957
271,271.0,94.1821
272,272.0,16.719
273,273.0,_
274,274.0,34.98056242209702
275,275.0,44.96710473189328
276,276.0,21.46884788947696
277,277.0,27.35456095726973
278,278.0,94.47346352396795
279,279.0,60.0627
280,280.0,25.350779548904082
281,281.0,71.69639092951587
282,282.0,0.0
283,283.0,68.7969
284,284.0,69.4019812234299
285,285.0,0.0
286,286.0,44.4521
287,287.0,24.435610396047807
288,288.0,_
289,289.0,0.0
290,290.0,32.60211760867461
291,291.0,49.39915591014565
292,292.0,60.73141430316278
293,293.0,46.069155886412936
294,294.0,44.36843109874153
295,295.0,52.529655862918794
296,296.0,_
297,297.0,57.48656684548503
298,298.0,30.671533462342932
299,299.0,0.0
300,300.0,29.01347388380769
301,301.0,50.83831144351735
302,302.0,27.099633443497822
303,303.0,41.421605844832555
304,304.0,0.0
305,305.0,0.0
306,306.0,73.50289139806254
307,307.0,26.283541406593194
308,308.0,33.94120953653393
309,309.0,41.72630000000001
310,310.0,24.580924516716085
311,311.0,25.473453789002125
312,312.0,29.09200319225901
313,313.0,40.82594564232389
314,314.0,69.2855
315,315.0,34.07952784177797
316,316.0,0.0
317,317.0,42.94707455308521
318,318.0,34.6696
319,319.0,51.824782060110905
320,320.0,64.47198134839881
321,321.0,73.81119739598346
322,322.0,115.08653743001003
323,323.0,55.71985020613709
324,324.0,51.551444781232746
325,325.0,33.9518
326,326.0,28.575832608230616
327,327.0,34.118149460747205
328,328.0,32.241017087257205
329,329.0,31.131598633996415
330,330.0,_
331,331.0,76.0449
332,332.0,0.0
333,333.0,20.647834277419754
334,334.0,1.5654322768827205
335,335.0,79.1344
336,336.0,29.8406716207402
337,337.0,35.40730990551692
338,338.0,27.44368725095206
339,339.0,27.160616702709927
340,340.0,27.875156658657676
341,341.0,24.470396593968342
342,342.0,48.3811078681716
343,343.0,24.631999120075342
344,344.0,21.4687
345,345.0,30.75392454095858
346,346.0,21.4687
347,347.0,0.0
348,348.0,76.0449
349,349.0,21.4687
350,350.0,67.36360366783437
351,351.0,38.70572593117481
352,352.0,68.7969
353,353.0,0.0
354,354.0,29.151123170661116
355,355.0,35.50319181273155
356,356.0,30.049624428491416
357,357.0,42.5776723858226
358,358.0,62.7933
359,359.0,29.323774078674948
360,360.0,32.0117
361,361.0,38.92753251798878
362,362.0,33.510863776976876
363,363.0,26.06939012699981
364,364.0,31.417199999999998
365,365.0,129.38681141270317
366,366.0,38.289414362634645
367,367.0,21.4687
368,368.0,24.33534907355651
369,369.0,70.77473397602502
370,370.0,43.8777614216217
371,371.0,23.245749843658114
372,372.0,43.66684174999504
373,373.0,42.07215552496584
374,374.0,30.659683194130874
375,375.0,0.0
376,376.0,24.654970540274345
377,377.0,36.7061
378,378.0,0.0
379,379.0,0.0
380,380.0,41.67002314032798
381,381.0,42.589145779831746
382,382.0,31.111098668825758
383,383.0,40.46350844928926
384,384.0,51.7045441176809
385,385.0,74.69905671322606
386,386.0,96.4805295542921
387,387.0,32.93916577932125
388,388.0,50.1031
389,389.0,24.37558185922305
390,390.0,22.62827406405877
391,391.0,30.53631330494296
392,392.0,29.624468525501626
393,393.0,67.09559999999999
394,394.0,33.710843105333424
395,395.0,33.11021116544116
396,396.0,33.090977099025636
397,397.0,_
398,398.0,68.00794485046389
399,399.0,36.14604878264069
400,400.0,49.646933912004314
401,401.0,28.5725139821235
402,402.0,25.831878494702252
403,403.0,30.249278985201954
404,404.0,0.0
405,405.0,43.05299560083187
406,406.0,31.613941508572005
407,407.0,49.391435256229094
408,408.0,67.09559999999999
409,409.0,32.82911510948644
410,410.0,33.8
411,411.0,28.37112600926846
412,412.0,47.13881986765746
413,413.0,31.7398
414,414.0,38.11770572297694
415,415.0,41.872314272210346
416,416.0,35.777894791890674
417,417.0,54.14944810400258
418,418.0,21.4687
419,419.0,32.360448694824804
420,420.0,25.114226197863452
421,421.0,34.089168539886224
422,422.0,93.088
423,423.0,33.827356663973596
424,424.0,24.006748436578167
425,425.0,38.93142534592893
426,426.0,43.24564625905422
427,427.0,70.91480901943262
428,428.0,54.903702195529036
429,429.0,29.42749412594879
430,430.0,49.617711698179356
431,431.0,33.129792031842
432,432.0,32.806010569326006
433,433.0,31.529451595044474
434,434.0,29.867489703644523
435,435.0,0.0
436,436.0,55.1969702556158
437,437.0,21.72359189985272
438,438.0,30.4195
439,439.0,_
440,440.0,64.90695321739861
441,441.0,58.95648676295364
442,442.0,42.771927678560075
443,443.0,22.766438226296934
444,444.0,29.684481080455424
445,445.0,
446,446.0,23.830139957357858
447,447.0,41.79819096958174
448,448.0,35.106495503687924
449,449.0,28.659262195986617
450,450.0,32.61329251558599
451,451.0,34.2749077970377
452,452.0,48.66405937805513
453,453.0,32.803537434781866
454,454.0,31.82985830256863
455,455.0,36.13194010199601
456,456.0,28.3577
457,457.0,42.14282941864817
458,458.0,42.185981754240764
459,459.0,15.865990709257538
460,460.0,30.204928058401798
461,461.0,38.79680526493646
462,462.0,50.133502106359664
463,463.0,51.495158143230235
464,464.0,21.4687
465,465.0,72.9506
466,466.0,44.5294717000232
467,467.0,55.87223373134123
468,468.0,0.0
469,469.0,50.912932482308065
470,470.0,49.252388725899245
471,471.0,50.46120935991375
472,472.0,80.53123330147552
473,473.0,_
474,474.0,61.771983938821876
475,475.0,33.03637130256767
476,476.0,43.22401956063629
477,477.0,_
478,478.0,50.51828943729265
479,479.0,36.232702902479566
480,480.0,24.939403742784304
481,481.0,23.416951476244975
482,482.0,22.67979192874423
483,483.0,33.0853
484,484.0,0.0
485,485.0,35.89800296610821
486,486.0,40.61434878062768
487,487.0,65.11454526403308
488,488.0,29.797497684326345
489,489.0,46.065489578867144
490,490.0,32.997035365147646
491,491.0,33.61443694259412
492,492.0,28.842844330115074
493,493.0,27.568699999999996
494,494.0,27.05233138529561
495,495.0,21.4687
496,496.0,0.0
497,497.0,20.797513584159866
498,498.0,36.480616302843394
499,499.0,41.32425616895531
500,500.0,37.76770890129515
501,501.0,_
502,502.0,31.89749417951982
503,503.0,28.96907400087008
504,504.0,28.759629832364514
505,505.0,25.749961333904523
506,506.0,23.20602746598744
507,507.0,27.99479293622332
508,508.0,38.47870948358794
509,509.0,26.14214058330946
510,510.0,35.04049386154988
511,511.0,29.39650917827272
512,512.0,32.0117
513,513.0,_
514,514.0,15.036073596211464
515,515.0,59.02468348029805
516,516.0,31.887733006205885
517,517.0,21.990499999999997
518,518.0,33.42243859177771
519,519.0,33.6657978909091
520,520.0,26.80753301406692
521,521.0,43.11532933906395
522,522.0,33.66799029561113
523,523.0,42.69804548944337
524,524.0,79.52233002071571
525,525.0,42.09667129428778
526,526.0,31.417199999999998
527,527.0,54.43672612308092
528,528.0,21.4687
529,529.0,24.545411749999996
530,530.0,24.497325548314695
531,531.0,46.73297017515723
532,532.0,53.05932935599833
533,533.0,31.516018190691103
534,534.0,24.797
535,535.0,44.358260515122225
536,536.0,68.02059062642398
537,537.0,24.436385800808033
538,538.0,47.38546847432126
539,539.0,27.617916650991667
540,540.0,23.32801500346424
541,541.0,_
542,542.0,37.25471286789827
543,543.0,24.795545997413
544,544.0,60.4871404773043
545,545.0,53.2765
546,546.0,54.80721933808946
547,547.0,42.26630424936847
548,548.0,40.349028965045406
549,549.0,31.104208453343233
550,550.0,25.7568
551,551.0,27.517196532738446
552,552.0,24.31923945130518
553,553.0,61.865979515939344
554,554.0,28.987662827858507
555,555.0,40.40057879858657
556,556.0,47.44134889548165
557,557.0,21.4687
558,558.0,73.57443119997991
559,559.0,26.061253634744247
560,560.0,36.52495753877851
561,561.0,64.5563
562,562.0,25.459720504646477
563,563.0,47.761873184648294
564,564.0,24.4079967377099
565,565.0,31.784393489681293
566,566.0,72.5996
567,567.0,54.4310007439614
568,568.0,23.59537672242609
569,569.0,28.949232724240954
570,570.0,35.395211695215586
571,571.0,31.587534696649985
572,572.0,52.5323490363946
573,573.0,70.63073609768193
574,574.0,28.051912652638237
575,575.0,19.880169524045858
576,576.0,27.687888752081687
577,577.0,54.61049552732592
578,578.0,_
579,579.0,21.4687
580,580.0,31.05329316134316
581,581.0,22.744020932642485
582,582.0,40.56239971845622
583,583.0,83.14822771073409
584,584.0,31.713619491714432
585,585.0,_
586,586.0,40.3396
587,587.0,24.04110393124769
588,588.0,42.640781208149306
589,589.0,0.0
590,590.0,40.819553621769494
591,591.0,40.66232543933054
592,592.0,68.55509328439794
593,593.0,26.636029707569712
594,594.0,24.793335675123405
595,595.0,49.56730105227427
596,596.0,0.0
597,597.0,_
598,598.0,26.935055570516944
599,599.0,_
600,600.0,21.093639239355102
601,601.0,30.434707270121777
602,602.0,58.787131791836984
603,603.0,39.05096140910813
604,604.0,46.47474935848685
605,605.0,23.00096032264942
606,606.0,42.56177998982531
607,607.0,39.85577620888092
608,608.0,30.488835654166856
609,609.0,26.97118368890486
610,610.0,29.18221881455976
611,611.0,42.25490346452767
612,612.0,68.8744
613,613.0,26.876775945363708
614,614.0,55.79863710344565
615,615.0,56.24520322061635
616,616.0,27.04989799739789
617,617.0,67.67697402290948
618,618.0,61.41196327224513
619,619.0,41.15777827071261
620,620.0,61.9712
621,621.0,49.0364276381561
622,622.0,44.03252321655621
623,623.0,120.2013
624,624.0,64.3286
625,625.0,22.78327047536452
626,626.0,22.736623327706674
627,627.0,25.69387863230773
628,628.0,32.21251403711699
629,629.0,58.32315898695899
630,630.0,76.20857241451185
631,631.0,51.21827257568596
632,632.0,38.286593920959646
633,633.0,43.657903410242916
634,634.0,44.80573201732776
635,635.0,35.55085530196793
636,636.0,25.53421730276409
637,637.0,38.21818747329568
638,638.0,28.157563419034727
639,639.0,24.474375270956234
640,640.0,0.0
641,641.0,46.30060186367623
642,642.0,25.537258196487567
643,643.0,34.43254169183991
644,644.0,28.529759500977136
645,645.0,26.270599999999998
646,646.0,24.218863342115164
647,647.0,34.36589974803065
648,648.0,61.96426986948333
649,649.0,25.891577416732527
650,650.0,39.521157419594104
651,651.0,27.841348827642943
652,652.0,21.4687
653,653.0,58.07999999999999
654,654.0,29.94131029411765
655,655.0,0.0
656,656.0,23.7218
657,657.0,28.20817353896148
658,658.0,24.411367033126037
659,659.0,43.82024337533936
660,660.0,51.47502568301495
661,661.0,21.4687
662,662.0,43.423603580255836
663,663.0,45.5963622098736
664,664.0,43.62944991252685
665,665.0,120.2013
666,666.0,46.4412
667,667.0,30.66150495712194
668,668.0,19.79477820229794
669,669.0,_
670,670.0,51.24829563266231
671,671.0,0.0
672,672.0,26.79957513684817
673,673.0,0.0
674,674.0,25.7599
675,675.0,34.667213984218144
676,676.0,23.060161859598608
677,677.0,74.7389
678,678.0,26.536769421518454
679,679.0,23.98828809202552
680,680.0,0.0
681,681.0,68.7969
682,682.0,32.107308343852694
683,683.0,21.4687
684,684.0,31.8204
685,685.0,65.04555812937473
686,686.0,32.0117
687,687.0,60.0627
688,688.0,22.198330672641067
689,689.0,46.23893864264148
690,690.0,19.0994659485172
691,691.0,56.03255455235205
692,692.0,0.0
693,693.0,40.36461719848967
694,694.0,27.348098643756593
695,695.0,32.7723
696,696.0,_
697,697.0,33.0822
698,698.0,
699,699.0,50.42363256415791
700,700.0,40.148010732453535
701,701.0,51.7233389921696
702,702.0,0.0
703,703.0,60.24609999999999
704,704.0,38.56216542315055
705,705.0,34.7329
706,706.0,36.64695380763047
707,707.0,47.034421158687444
708,708.0,65.95035500108361
709,709.0,51.72672306872815
710,710.0,_
711,711.0,39.7909
712,712.0,_
713,713.0,55.2898642854251
714,714.0,26.61789815130068
715,715.0,55.0837
716,716.0,36.2053614094851
717,717.0,15.12754465730098
718,718.0,15.953699999999998
719,719.0,21.4687
720,720.0,22.752199833455933
721,721.0,21.30008199423622
722,722.0,38.44088015897399
723,723.0,0.0
724,724.0,32.0117
725,725.0,98.14505868644068
726,726.0,128.2296071493879
727,727.0,40.359130048212336
728,728.0,25.55750753506612
729,729.0,37.17601244917477
730,730.0,67.9230150600653
731,731.0,21.4687
732,732.0,42.33943955247302
733,733.0,52.675325119080256
734,734.0,_
735,735.0,49.90550000000001
736,736.0,24.61007104072779
737,737.0,54.109349167301346
738,738.0,0.0
739,739.0,0.0
740,740.0,40.91949936112837
741,741.0,0.0
742,742.0,49.775800000000004
743,743.0,0.0
744,744.0,24.33995952463495
745,745.0,35.29043877279635
746,746.0,36.98690301402891
747,747.0,28.50498862751671
748,748.0,29.610523962333765
749,749.0,49.78667999460006
750,750.0,24.347319993822712
751,751.0,43.89073491474024
752,752.0,_
753,753.0,69.5783063866151
754,754.0,36.75463695952671
755,755.0,_
756,756.0,28.201648124932
757,757.0,28.70875957875211
758,758.0,51.53387572208432
759,759.0,28.06081464543459
760,760.0,36.64651787813077
761,761.0,26.966619054309362
762,762.0,37.23754717229598
763,763.0,22.879519438384325
764,764.0,29.685899999999997
765,765.0,31.10984080373896
766,766.0,59.92410506769354
767,767.0,24.1298
768,768.0,21.4687
769,769.0,21.4687
770,770.0,29.6274
771,771.0,46.739833631110855
772,772.0,36.13010703754883
773,773.0,57.88084342780472
774,774.0,21.768453054822004
775,775.0,29.947326148518297
776,776.0,21.4687
777,777.0,37.84790248369292
778,778.0,21.4687
779,779.0,67.09559999999999
780,780.0,53.38745743410085
781,781.0,31.713236147409088
782,782.0,43.553339490089364
783,783.0,70.25581610744567
784,784.0,35.35374753616116
785,785.0,47.76449504437293
786,786.0,31.91285456436523
787,787.0,56.31495811707582
788,788.0,28.54256967576132
789,789.0,55.312630476975464
790,790.0,48.642578369370156
791,791.0,21.4687
792,792.0,_
793,793.0,23.7218
794,794.0,21.4687
795,795.0,31.641770439771257
796,796.0,40.547875924444945
797,797.0,21.79707454631396
798,798.0,41.425917358895596
799,799.0,39.31795666459711
800,800.0,40.40262494394115
801,801.0,77.77831817016481
802,802.0,35.09381007856015
803,803.0,33.38982023179083
804,804.0,41.77375615235912
805,805.0,28.57374087598459
806,806.0,32.65701259394099
807,807.0,35.84923519978255
808,808.0,21.4687
809,809.0,0.0
810,810.0,34.293537321048525
811,811.0,57.32423203404883
812,812.0,24.326758038131967
813,813.0,49.504758564554024
814,814.0,66.12056965568644
815,815.0,3.63191813474584
816,816.0,21.4687
817,817.0,28.143123046893795
818,818.0,24.553096592488576
819,819.0,31.3929764066172
820,820.0,30.655938206931342
821,821.0,7.328611926605506
822,822.0,32.70194957466071
823,823.0,24.796999999999997
824,824.0,20.326407681811585
825,825.0,42.30821070404681
826,826.0,29.77612420816855
827,827.0,49.75885700488852
828,828.0,35.56821275585515
829,829.0,42.736894565816044
830,830.0,11.754817727339072
831,831.0,22.916154637265524
832,832.0,74.39584779906752
833,833.0,35.4979874604728
834,834.0,75.46929999999999
835,835.0,38.56248377655278
836,836.0,57.37641780166211
837,837.0,32.225793951767535
838,838.0,35.1321133309369
839,839.0,24.77745196459014
840,840.0,29.501840821335982
841,841.0,25.250159911872654
842,842.0,26.456351237706663
843,843.0,53.33454871623735
844,844.0,52.564995828404605
845,845.0,24.32269089754211
846,846.0,66.53435027487426
847,847.0,28.6926457411917
848,848.0,21.171679437600428
849,849.0,27.530772780126995
850,850.0,_
851,851.0,55.55946220175565
852,852.0,26.966825633617297
853,853.0,50.19698968547417
854,854.0,34.84748835013587
855,855.0,61.23596296734376
856,856.0,50.93213152058704
857,857.0,37.99952819413036
858,858.0,56.434
859,859.0,22.030520358158128
860,860.0,47.5250132109101
861,861.0,41.05054666314435
862,862.0,22.526344889591513
863,863.0,31.526257814785403
864,864.0,39.86441298522376
865,865.0,97.2021
866,866.0,19.868268039346482
867,867.0,36.11811052773417
868,868.0,32.583933128635316
869,869.0,52.43594777569128
870,870.0,52.95173700323073
871,871.0,38.72126801640238
872,872.0,53.61790641483854
873,873.0,49.12668927183208
874,874.0,37.305695810617806
875,875.0,43.881006134400145
876,876.0,26.168941372576146
877,877.0,85.35630019397634
878,878.0,20.2196
879,879.0,63.75046927954784
880,880.0,49.43351880593816
881,881.0,24.686633065909756
882,882.0,44.870915291437974
883,883.0,_
884,884.0,34.69324636501437
885,885.0,51.31898843496283
886,886.0,22.10696670920111
887,887.0,64.0377
888,888.0,37.847601420373344
889,889.0,27.383508497106572
890,890.0,33.93323666312433
891,891.0,21.4687
892,892.0,21.990499999999997
893,893.0,68.60204527703387
894,894.0,25.63489599241262
895,895.0,32.94142980963492
896,896.0,32.0117
897,897.0,53.167573705947646
898,898.0,33.10382625930004
899,899.0,22.29593823770622
900,900.0,25.59367761059019
901,901.0,37.79907046598748
902,902.0,25.7568
903,903.0,31.416818874170172
904,904.0,27.070123430183166
905,905.0,27.6875680223625
906,906.0,71.8637248534803
907,907.0,44.08884713548081
908,908.0,31.02781200270253
909,909.0,0.0
910,910.0,42.46682663559941
911,911.0,73.96589793965616
912,912.0,24.797
913,913.0,34.87847896196502
914,914.0,26.550576271347037
915,915.0,62.20791335775085
916,916.0,21.4687
917,917.0,31.267
918,918.0,26.580205944706176
919,919.0,45.72061891218331
920,920.0,0.0
921,921.0,28.48505672856541
922,922.0,50.81921939009052
923,923.0,35.08735968825566
924,924.0,21.4687
925,925.0,54.720787524502164
926,926.0,46.84427604348545
927,927.0,25.7568
928,928.0,39.031893878685906
929,929.0,48.61847792640407
930,930.0,50.08048976036894
931,931.0,22.1296
932,932.0,27.534
933,933.0,53.058429741110416
934,934.0,_
935,935.0,35.290828930091045
936,936.0,29.99267181083401
937,937.0,0.0
938,938.0,19.57310768711369
939,939.0,24.691772304114295
940,940.0,28.33572668464023
941,941.0,48.57190533817791
942,942.0,29.410054550509738
943,943.0,33.37462055972149
944,944.0,21.69358172541188
945,945.0,_
946,946.0,_
947,947.0,35.62463721388137
948,948.0,24.5528487666303
949,949.0,35.132511399571534
950,950.0,29.578675166283688
951,951.0,32.443884559004466
952,952.0,23.66088311221647
953,953.0,25.419902525421392
954,954.0,53.30226790461212
955,955.0,22.491680990960063
956,956.0,78.87819098492027
957,957.0,21.4687
958,958.0,29.089314881439083
959,959.0,28.68064457591232
960,960.0,68.37508349142968
961,961.0,34.58496256625001
962,962.0,40.21088731440426
963,963.0,29.753537961313576
964,964.0,35.33389229061045
965,965.0,31.417199999999998
966,966.0,25.518751664896843
967,967.0,32.52935263450575
968,968.0,81.85907937310006
969,969.0,41.542348632470556
970,970.0,11.454350629356275
971,971.0,49.775800000000004
972,972.0,31.6149
973,973.0,5.334068829031906
974,974.0,39.1
975,975.0,51.9815
976,976.0,46.385157908827104
977,977.0,33.49016721929424
978,978.0,29.510571569823295
979,979.0,44.42432585294187
980,980.0,59.41558376343742
981,981.0,23.379898340063278
982,982.0,22.785610972664053
983,983.0,25.25596525461419
984,984.0,40.58848564859163
985,985.0,21.4687
986,986.0,98.71583020043744
987,987.0,0.0
988,988.0,40.28641235546746
989,989.0,26.870785664434848
990,990.0,53.291309305567495
991,991.0,47.529348889261456
992,992.0,32.419693615525944
993,993.0,47.49430001165238
994,994.0,21.595141013224065
995,995.0,38.608736272187585
996,996.0,55.388832653823584
997,997.0,25.773025004179438
998,998.0,47.53017374704986
999,999.0,35.11543398330597
1000,1000.0,70.21203809332725
1001,1001.0,49.33914910402969
1002,1002.0,46.23330919008208
1003,1003.0,31.51749549952403
1004,1004.0,29.350952632689165
1005,1005.0,30.09902113193094
1006,1006.0,47.29563731376805
1007,1007.0,16.5909
1008,1008.0,0.0
1009,1009.0,76.28637045120108
1010,1010.0,0.0
1011,1011.0,_
1012,1012.0,43.4117
1013,1013.0,21.4687
1014,1014.0,22.23494164624365
1015,1015.0,77.85353934348967
1016,1016.0,25.276366089209457
1017,1017.0,12.93499084133857
1018,1018.0,41.74895130924915
1019,1019.0,48.5979
1020,1020.0,21.4687
1021,1021.0,80.57922751639903
1022,1022.0,8.562025446766073
1023,1023.0,69.43890175863106
1024,1024.0,56.73622584170659
1025,1025.0,21.4687
1026,1026.0,80.63240426538765
1027,1027.0,40.37355879061316
1028,1028.0,36.611189573768826
1029,1029.0,43.52044668597473
1030,1030.0,50.630315637846834
1031,1031.0,30.5972129778318
1032,1032.0,33.373077359186155
1033,1033.0,58.51893623184618
1034,1034.0,26.984564448375654
1035,1035.0,35.76449806816974
1036,1036.0,30.280341129118224
1037,1037.0,25.128230910518734
1038,1038.0,26.815258674500154
1039,1039.0,0.0
1040,1040.0,22.248704043228205
1041,1041.0,21.4687
1042,1042.0,48.918404073143826
1043,1043.0,33.12748253115721
1044,1044.0,53.620277896443326
1045,1045.0,24.469699999999996
1046,1046.0,40.90697832165809
1047,1047.0,67.54986360045241
1048,1048.0,28.28253386837863
1049,1049.0,35.66424079769741
1050,1050.0,23.461649942945893
1051,1051.0,77.1438
1052,1052.0,43.93421167798815
1053,1053.0,67.35510244024557
