cus_no,act_no,mts_mm_access_type,tot_aet_tld_rnd_202201,tot_aet_tld_rnd_202202,tot_aet_tld_rnd_202203,tot_aet_tld_rnd_202204,tot_aet_tld_rnd_202205,tot_aet_tld_rnd_202206
5fb5830ad401cb93596397bf3cbf5a3ee940a0b696ed9feabcdd422fe4dbc94e,047a53e9db43d4a96a5d58175be9e0a8123d18ec91a0c07d5255a7e9f5dbfe5d,101001,2954646.0,3038392.0,3540303.0,3589825.0,3638825.0,3679258.0
269f5f473e10ebc5a0ab28dc6c65240bd6658cd1d711901a860386174f47c75f,7e1d28fb1fe7fd838373d6c0ca80d9306025c5d1d9c8a9fdaa84c3ff4603a7f9,111111,12161407.0,12924824.0,14164366.0,9132375.0,8684714.0,8499600.0
31158262b790b125b590924a05cec9bc46877ee5179df4cba5b7e87c0eb32e1e,0d66ff8aaa2559eaf7298f77d0de77613cad1179075ba13ccd136e8ab8ad2097,111111,9440401.0,9485401.0,9274401.0,7628077.0,7626297.0,6500297.0
5299de45a847cadceee09b38118920dfd36948f88ede32a0ce8125fe63a4423d,a2fcb1628b04aaaf2d216edb352bdeac375dbc5633ff3d57471622e682736656,000001,0.0,0.0,0.0,0.0,0.0,4912347.0
5c3ee9e3dd13c21237c8c2f41eb2d18b224af3772dcf29ba02073178fa90563e,6137702c608c75c3ca821ebe4f07fae6f563180f0c156a1c5bfcfce351b2ea41,000101,6586.0,6678.0,6885.0,7989.0,7138.0,5942.0
9fed6fea5c60098ff741cb68d1ab5891235d8af3f96d378c83eca643adfaa6a6,b3d5ce6de63d0a118ff28f567e2da2d00a3357558055b5ed5593509b22597c7d,000010,0.0,148020.0,143020.0,138628.0,207350.0,288400.0
e9b92a8e6c2d2671909bec89fb84afafb5486b5011e011ecb4f29998ef7a826a,a709e05370391fe4ab8147071d1e020cce4ccc7771319d6e951ac036b60fd73b,000011,,,,,0.0,333908.0
fc25d7773376571245f584d20773bb622aeaa7e8dfda56e103d0167ee5345d87,f3fea58a775dd3ea1b535cf541cd52c66b8860eecc4f9a04a6abb0907f126d77,111111,20010011.0,25905286.0,25953923.0,24566772.0,25284946.0,21256259.0
38dfc080f0e569b92b3bd6727e43c836217408fff02f7d23f97b5be61591d4db,a267c6a882855c2fe151a7b900c0c8ccac36dbe20ecca44a6b7c4ccc8f84e9c4,000011,1414718.0,0.0,0.0,35.0,35.0,0.0
01c250bacdce0751a9e2fade36ea43e3b6b6a2dc2761100f5cb0554ef20a6f14,eb2e0ea959516d9958c1d77bd07f60ea5995df024e2e5f9b1604bb3b8d250ee7,000011,666016.0,696376.0,763366.0,729223.0,763913.0,2549.0
3de58552fdfcbbcdcf3be3d1d5b48787161fdd46e4c81a86d6a2e9e2f250cc82,875cac11e8fb019a6fc9bb87e01882e5bb5ebcbce3f20d9f4ab7dc21e7ca9337,111111,5678083.0,3766962.0,4046812.0,5955599.0,5348999.0,3725339.0
cbaba79e41b8da478bad0a53998eeeccff6bcf9340ab2291f9de7ee96a5b6e19,8255a04d9eb6ffb964f1182c29ce19f37835e73cecdfa6727b193c3b01f47689,111111,5072718.0,5367033.0,5425530.0,4953406.0,4594005.0,999593.0
39c8686bb80760f07cdafdc92111854446491b607fd624797962e1fdae5f0dbc,e8f8f137b303198ab1ef3242be8c8b153fe933de4476ae77bf98ec3f562ff385,111111,34072817.0,32095397.0,24724833.0,30176028.0,29291929.0,27912300.0
2ff4eb195a99626b3682babca2b7fb733e641592b76f51f01274a71182b74f27,eb2efc97fb492032e2719b1b1e65b7cc16cdc88fcfe88a62a128ea9f4b20e304,111111,53567590.0,55472174.0,58912004.0,59254315.0,57263154.0,56927605.0
dd319351d5ab5562155b0f1ace1ccc23f5d3a136a363ca4b80bd1ad42fb581ad,cbd5dcc781378a98da45e266a728d971a482f554bdf914a623a48e6ddd52eb45,111111,526000.0,476805.0,488207.0,462750.0,451600.0,412650.0
352a644bc5a957c74d07f6390fbfcb33cc69eefb657167f351e2ffdb8147be83,8ba8096b1d59a5843a8cbc4ead465f72fe985cfa25c7a967e43fa37e4a99755d,111111,64637119.0,38328792.0,31340217.0,20600371.0,39610353.0,23189682.0
b7012f74f11598dbb4b664a74661288e0bd2519f54eb1a9b8e593b1757d41000,b33ac99b3e53e83a6019d285c18732b79c99a3b2903430f5ab9b20abdaf9c756,100000,83752.0,79862.0,85217.0,77862.0,80622.0,69742.0
b0c386645599a2f7f26ab6737ae622245966a59b4b84fe44a8b3fd907391434a,4fbdfbc45d6ef29dea5e5e593d9be158c8046325b07da192e539ea37c4dcd02a,111111,18389395.0,19122930.0,19173357.0,18522699.0,17933929.0,15155700.0
4ef8e00acd61fb2e8c0165d8f4296812da168e507010f3c49a332b96d7d835bb,33c3976aff73071e4d84f388265c0aa72ae82e4b8b276c241ed3ab33ec6cf199,000101,2030512.0,2055469.0,2036502.0,1449240.0,1508159.0,1438005.0
93b2584248b4ad0b254106ceb7cd417c4a87f57fbe409724832810520cfaf8fc,06523f0030843fbd52426dbec6cc4292c021c5499f58026ece6aee08803f535d,111111,4205.0,774977.0,1276257.0,1645965.0,1948492.0,1791032.0
c8bd56e9e5b79ff52aeb9cae3e804810ff5b84f592320e7fc5807c21c0246e45,93ec4f66ccf23777ee1140e71c90a12c7c834717c523ef778fd72af44deb18e8,111111,5239110.0,5419160.0,5553538.0,5602873.0,5416787.0,4993537.0
49b65feb0a5b96e1f135765d52c385b43547b4a49f51b52d0f4043de8cd85f15,9ae43b8f6b1741eeba1f511b1e8cb32cc2a7b46f745b94a2fdf4b07ad8fd7c24,111111,5160340.0,4932930.0,7688700.0,4699134.0,3590807.0,2917326.0
23a101c49d9500a5873cc6df70b16ace6ea324ee3e9942934546e1bc1a436e0f,ec1d1321b47b869df19541f1023f036c191af6a9d5c37f8e7b139385f0aec032,111111,1165726.0,1219751.0,1232801.0,1312482.0,1146027.0,905692.0
b036b2e698d965e7d058fcd97e2246ef419080583552f0446d01647f35375834,ca568cfa142f4c8869728e208573242febe2a76e4d2a625637a0a23ebf969461,010000,121205.0,124014.0,125214.0,117580.0,121980.0,110830.0
f328eb87ade1941c94e779ed941f6d2d79a81d735598ef7f2f4cae27f4011437,14202631cf8e23c3625bd92a933e77b5c6b1a080b87ebf76732529120d5d107a,100000,98023.0,96944.0,99872.0,97030.0,97399.0,87420.0
e9a90d7b244e17a958d5b2d14761cc10a103d6e689594cc322274fe412410ba3,53b6bc7aa35639cb76129147398a0c1310b67a6fe2f69d33f983cf5f4bdba2a6,000001,,,,,,1147590.0
92e462ca27e843caf1f12cf156ce50e7956bc84a5267a4d34a58ddd73cfef56e,76fd57a1f4d39b74db6add096511fa3e8422805e5897aa935d70b2708b35bf37,111111,10011139.0,20103470.0,19762731.0,19464943.0,19649941.0,25831831.0
e682da863df872f4ef67d509de952c91e276211f2ef2489c63cee1d179381b21,e71b101c5cfb3fbda6c520d9591af37108c981170fefa4fc66977db14981a35c,111111,48138961.0,48762292.0,49669251.0,47261668.0,47373912.0,41413375.0
b2b66b7092c6c9f7fe5b628a1b6861e7583ce8c77788644e159c886dfac40ebc,57bc353a3e129f3cd3740eadc866e11cacee93bf1f09a1261dcd23ba7e336ec0,111011,147179.0,104328.0,122731.0,123634.0,124534.0,341968.0
b1f13bb2983fe7127fecb9d96e3fb5c35d5113b96d0100e7d83d4af94897039f,f83ea75e78d654ae32744228efa30961d5fda89b13197c9a7040d37fb0a93d87,111111,19281811.0,19137296.0,14950356.0,13749572.0,13380532.0,11864866.0
6785dbb7416615b487acdd45cb8dd1289a352b48b71620afecb7831a9492dd3e,57bf25bf019d7345fbd21ab11b8fea308082f038969aeb2243cc3a81777c1457,011100,5691576.0,6101576.0,6711076.0,5715728.0,5389728.0,4417228.0
f865e8e17ec31e790e35f572c59caa91d0bc3268b5f9be459c9ca182b96ae4d1,5170990017990b1bfa4a266182eec7e285dba98d20bdfe84aa844cb64f9e196e,111111,1926452.0,1691828.0,2070989.0,2583582.0,2350706.0,2065580.0
1dc5d18f5d0f60104d0d359f493c6327279884428070bd0a1d78dbb33cb263bb,11161fbde3a2a90087238f27dea35f5c59158d2704f006b783a431ddfddc0c0c,111111,3554462.0,3538309.0,4133009.0,3894630.0,3719802.0,3024202.0
9fffd9b54e70de830708195a5b4dbdad75938442d0924cdcfc37d0af9a64c8ef,5189fe343456d211766300b6ae3149b1b24779714d7a8fb86b19a7f55be80ff5,110100,2762284.0,2770138.0,3250300.0,2762823.0,2552910.0,2306600.0
c39e5229d304a1645e6736b65ca2c7e3248700d4fcc5d9c212e69d8a46c20183,9f57503891054eea0e84336f17dcdb57e7d4ad366edc85912df51f384e8ced0b,111111,1021834.0,992291.0,1148892.0,1143069.0,1125171.0,1012234.0
3a06bc9518474de4d97f21245b39a61e2f9c595cbc571ce769fdd743718f1cb3,b6450e292da09bf8f8fb263503cfd454b476220f2841792c4fbcf6b3e79cd3aa,111111,1205267.0,1408026.0,1513284.0,1246246.0,1196850.0,1009326.0
39454d98a9791652e8a6644e53a23c016f4b92ff789da65e4aaf4cf961717c22,d04444ced6388251b9ca44148fb2b2aa31625a667de8075c4b39f29b4361e476,100000,507147.0,511311.0,401107.0,290460.0,198977.0,184636.0
29cc3a066a62d83ac0f00fa729b96b4e482d58812a7d9f00c059d1ad4a764bb6,62b0d55b36f0895a4fb9cf3793b8475cfe389541a9c03c587cf72935a32fc385,111101,354260.0,373760.0,381560.0,383510.0,380910.0,333460.0
929382597d49d1e2ddb5c2c217c540d2dd56c3d6a10f3ba01bf5da512e104489,25d54f696a7e3380680c5b918b3af10f6e61f7c5db191ba9133f4062461ac770,111111,45617276.0,42809322.0,46553373.0,47789443.0,44981569.0,0.0
7617fbf803d1880509dd0db96e35f29252d6d7f994bb6e1532c94647556233b6,0cd7fc0a5612cbd628e5058455531961909a5d124016034dee95d26abf152838,111110,193417.0,162697.0,322777.0,322057.0,270517.0,205417.0
8d460fe6c718a6905a3550dc0778e2fe4307fcd5807c64475ec4cd904b4fb233,bfc5f59b014b2a79f40d11ada3739d1b585636d8e85aeb703ad386bdf7cd5c5d,111100,7075813.0,7313107.0,8579540.0,7396383.0,7191613.0,5736039.0
43023dfa10f62a00a15fc120dc2aa9be03b16cf6c368854e441dea0fbf4d28af,51d8eda95e0d49163d68be0f8c2bc3e56eb49ac9be1e85d1af6889d7bf3ca187,111111,943864.0,922964.0,987754.0,1036151.0,1005868.0,900345.0
a1bb2582ef260d7acc3fa7fbcc1e092a8abc7f6df51b7eb5e1916a5b312d3f3b,2e35273e2b676a094c940cba5591ac26e56b1b3d39f4db13dfb40d5c256bd1fd,110000,0.0,5000.0,5000.0,5000.0,5000.0,5000.0
ef757d7ecc98d0a68671c5fbb0c917ce17b5296832b2e529bdfed9d3605e949c,8c3ac397f5d42369e16ca6f412bd303ecd09ab87f4f4492fc3b8c7a9c1db2a77,111111,5892.0,6639.0,7216.0,6120.0,6056.0,5792.0
37e03780cc1a23fd18946f371336a955f8f1589311d3656d77985e9df261283a,421c692cb818093a2239a911fbd4736d2a4f8bcc33cc51013203c8e79f202443,100100,1501132.0,1507625.0,1651318.0,1479825.0,1550786.0,1310305.0
92ed7cdc3e3673226a613892c47a8eccfe602d0fbdb3492af085aa52c0d8fbea,3610f0105b67e30709e55c546c75c45b8c9d589e90fb9f5c43cec7d68343b764,111111,1996586.0,2119266.0,2261986.0,1707630.0,1626697.0,1381982.0
3072d776c716010235dd75b3195d760bf3c46e00deee4e5bfc4ebc1562e76266,afa2e6df88371acd0768c15a14aebf9e81ed131af729e330e7da54303e576594,111111,2750000.0,2794000.0,2860000.0,2891504.0,2724804.0,2821819.0
dc6eb520d8a2ca7fcc5e95aef37120b8b1d91a3d30bd7e360f11d7eb85b39de9,726a3295019efd88142038b123013623e26a217d2b08df6ad5180caf69ded162,110000,103912.0,124311.0,27100.0,31951.0,28151.0,24151.0
d11e0b4608537bc4cf260a2af2d5e04f0a1c58219c500811f46f065deaf60cc4,4f2a78f9a162f9c82350f40627ce1062afaefeb4ff34e74e5ab02874fd1d2138,001111,107800473.0,107800473.0,107800473.0,108231632.0,93926742.0,110959492.0
a93943ad4a16323cd7ffb6efb3f52fe566139304ec6bde82ec9b7b62caa5051d,8010d50edbbcd1974e12cb20fbca3a3abea0088df3070e6265699ba84bd5aa24,111100,0.0,15000.0,15000.0,15000.0,20000.0,20000.0
ff6680be8395283839f6cd930d473ff222af176c10249b521a44afdfb37564ff,f7310c919e32e5857cf1252ff2500ef4a264ee8677e4816d067d3018c540bb15,000100,24944299.0,25579579.0,31508859.0,29655966.0,25235476.0,20126766.0
70b361ffdfc614a2e17b7ffa57f949f0a2ceb84f021ded3409c032b53e7e4b2c,7a7cb253b2f7172299c5c051c489ad90a6599190ef36834fbad74b7cca66ccf0,111111,340560.0,340560.0,340560.0,358599.0,340560.0,341154.0
53a63724f090a6c20dc82f6c82ede1504f6a1c292dd24f548594e930006bf21e,c3154fb182503f9cfe85e307c429f1c699c366377613c5a11c221dc7f3962de8,111001,138603.0,85243.0,150964.0,152944.0,145894.0,319094.0
771a23c5dd069e7a49dc3e4dc841f6af99ec6b3715cfee61ca365f27aa1af613,f2094bb718670ded9d4fc39b1f0a96c87bb6455f506b0b8b91fdefa283065b76,111111,52134685.0,50250804.0,53883552.0,47355041.0,46360172.0,37000685.0
7dc3c9d438862638d3bf094317dad8a914c00a1cb794fd346bb013d8725bb718,d309ec3fbf5e3bfc139326e833cb2da070e7e795ebfeca8a56a58e631ee4ae19,111111,1663000.0,1675000.0,1717500.0,1538643.0,1546753.0,1302353.0
182671e1c1c704aa4435b776ab7815777a4d67694cbd0d772caa14d55f65825d,5fd6bda401bb8d978facb0427ac687823b5507335ba65063ab9e6c9b2919d415,111101,13449388.0,13535186.0,13668189.0,12972066.0,13288609.0,11865388.0
2e047136087cf2148412474ab1ec6d74d085d49fbc30dd2303c9c2af8925d991,bbe243dcda4f4e2dda471e3ea647a6f24f246595361b01c6d835934e39496a98,111111,93494425.0,100367661.0,105166958.0,102489465.0,99040679.0,83112764.0
08eaf4bc191134fcb00493c2033c5623ee18aefec4dcbf87ea085d52b5704650,8149c6697e4410c7b7e70a0514b7c8d7100979527eca0b4baabea5c31e2bdba3,111111,20929286.0,20779955.0,20954605.0,21613902.0,19458030.0,14596887.0
a345a883c5e3cbed8e59669da283f020500c16aa2c72ef5339733584d1fb628a,71fc3f16d37209d312888d0d31f05c7570b64c643bc2795ec108bbd666e6e3bd,111111,3166012.0,2674762.0,1745762.0,1696872.0,1749982.0,1458982.0
e0150e8c6c65a3063063acbfd984a5bcf569749fb42c81aab4660b189b30301e,414693efcc0862bc7bbf2aae90a9d922489a0659bcff5cd71064e545e72d288a,000111,165000.0,172800.0,300500.0,308120.0,311120.0,263620.0
392b8915e2173cfac27fdd761527f5b19be4d2d65ce0dd1a18704a932457e7ba,60fb190558b2702922f07dc650f2c48be0fc4f63c9a25557a4a0bf9fff00e254,010011,9475.0,60088.0,81386.0,32334.0,31158.0,26386.0
3af71ed2d924ddcffa3833849d701b1c94ca699f41dc772e57650228578918e1,e3a6182ab9b628bce4c330e66a49ef8ad484c772be7c475a0c14b5f4a7a46927,111110,10330052.0,13265837.0,13387090.0,11427967.0,11153517.0,9462406.0
a1e479c7b399b17795611e49aa97b604060b171fbec43a8f0448e6416ccc9f42,82434b1fa9cd929f68fde4738e9b72accf08cbf473054e2372540b5abbe54817,001111,,,0.0,0.0,0.0,400.0
a9fd059f9d09aa639c714ac3dd06d76f96e4856666f9b7cb3d0f20a630218e9c,d704cf07a1ce8d3b2a99001dafbb7edac31ede98d11421b58597e13aa318b932,111111,0.0,4059000.0,0.0,179.0,179.0,0.0
d53dc5659335d2fb56ae8a1447001b25596ffb6a90ad32a5432b9b9c2ba98f96,d228b5089dbf31671a8224d54c1d5e742a5ecc8bff8cf7f26e5e4100eb8c68f7,111111,23871505.0,23364255.0,25590555.0,29120750.0,27092344.0,27204284.0
e6e2dd074eee06b13a841e37e8d9b05ae148fe1eb55b547e015d5ab8adf0e910,7d5c754ffbab742a86d6fed2b9153098ef620e481cd1510716f9b58f487f37b8,000010,0.0,0.0,0.0,0.0,0.0,0.0
dd6425f22ae52007f19e69710bf3b8518f1cbde471947e9e17db22a4a1cc6ee2,985b9026520770ce99df811dcc69a1df90611c267b7cd1f624a95305070d3bd9,100111,680057.0,684107.0,697857.0,751704.0,691129.0,590079.0
57e476d662c2e554cb53b35b6a09ba9132078046560a1b6f0e5d9923a178d305,d44ef7c64cba67093930ac01635dfdbabc647f5bd9aa9b889ecf9106698ca20c,111111,10809169.0,10938769.0,3002666.0,3254934.0,3174734.0,3040934.0
5a5c9f0fad5d05466cee0c545f91829d97b4bf82035f989cc97bc28eeee6e122,36c05053d87501db70ef01303e6406b8db88641af47ce75a33189cdc6d206460,111111,116768596.0,113834134.0,115890004.0,118014909.0,119950886.0,104533997.0
7325ae0415a8cdaf022f411ee03db76912367d7c9627e1c52e17a40935d4c19e,54c1ae7110a4aa1c0bab8a7302c44c23a61ad0ca6948a600bac71653f0d2b788,000100,4408611.0,4445626.0,4465101.0,4373254.0,4384406.0,4292291.0
79b9cf85a005ac70bb82b9e60efcc87cb15180f8bf31cfaa761552b0d26bf14a,c0aeeedb9e136efa95eba1496daa32c9818de4236522678ab1c5b57fdf2c9dca,111111,1825572.0,1391675.0,1169523.0,1050090.0,1053530.0,1458198.0
f18d2fb415880bcbef92b3f58534a4b91a0f6f5ffe003ceafa8eb4eeb305e68d,3f354e6edf1dcee2bc3f122e557444acb5800f390b880725302c2287990c0f2f,111111,0.0,0.0,0.0,328638.0,82.0,82.0
bf1299537114d58bf45140430bac556a919f38d2577da19d55a35f159f61c3e7,3249b13d72ef82741e2319401df22d9cc447a8c09657616994f3b7aa2190f620,111011,1062634.0,1020584.0,1232634.0,948440.0,2066346.0,2168811.0
05ea56b9d4231ca9c60eed861c3e615bf67032a9765ec98e7e7b51b4a60dfc7b,dbd404227b3068d1f4fe9f5f92bf5bec1c7c1ce9dd74bb7d0d5ad4be5fbf7bdf,110000,4494276.0,4592544.0,3833059.0,2504824.0,2906407.0,2152918.0
0465f7df9955aa60685d275ca4c91843d55fc874e94588f843c1b13af01f8116,32fde1b7dd6c85ac58abdb5684a9b9ff89df14c36189723492e5d11dea81ca4e,111111,46285244.0,36782403.0,36971063.0,34243190.0,33924018.0,30251608.0
34bc796ed92a99a812fdd60297b52a250987bb8e773cb19bc0a89d6e0151b33d,19c97d59229690259f7fcfb0a50cd1cc04f64b8241ac05500c628b02c2560020,001000,2784586.0,2886786.0,3007886.0,2736490.0,2674311.0,2244511.0
8b9f5b1ad84eb0a83baacb6f9efaa5e8d89feff18bbf450cc634d48e10f752b4,b5a9675638c5bd4fc4fba9e432d1aa3e8a8b3ceff2238cbd23a359e2b68d3d2c,100010,460908.0,471844.0,473286.0,451604.0,464955.0,417497.0
a45cf05e010eed8d4247dd641f56b4c025b1e1aac376e910af33de5196a4d566,36fba6c14dc4673f4fd554236ec9304ed7bcb2f4ce1bc84b39d716cba82a5cc3,010001,236044.0,252990.0,291046.0,306006.0,286686.0,278880.0
1091102463f0e85b1f4915dc309ff2f5758b53052046ee77d1036f57d63fd4c4,008c9026614f5e836e441ae7a5bef8b9682b8720373d421247d707a782cea995,111111,719053.0,789253.0,774403.0,786650.0,793400.0,771800.0
4ae44a8be12fd97760c04254e6fcd329656b94b9aa68a042bd878529542d66fb,ab043544fc7a2720c78d4b8adf1d63777a9b40b13471b735c2dba88e64cc065a,000100,4183.0,4196.0,4112.0,3411.0,3120.0,2689.0
ad17ae6158b838b1a14f956d6efb868be54106ad78fc288047b5b7e20c5022ce,f636d9dccad67cba3959eda1069323741f2145bae95c4c67c727ff07912a968c,111111,4038312.0,4369312.0,4464812.0,3885862.0,4307362.0,3876362.0
