,Unnamed: 0,act_no,mts_mm_access_type,SEX_F,SEX_M,SEX_NA,cus_age_stn_cd,pft_amt_stn_cd,fst_act_opn_dt,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,LIFESTAGE_NA,tco_cus_grd_cd,tot_ivs_te_sgm_cd,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,HOLDINGS_TYPE_NA,loy_sgm_cd,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,act_no.1,stk_pdt_hld_yn,ose_stk_pdt_hld_yn,mrz_pdt_tp_sgm_cd,mrz_mkt_dit_cd,aet_bse_stk_trd_tp_cd,bas_stk_trd_tp_cd,MAX_ASSET_VALUE,value_weighted_volatility,leverage
42,42,42.0,1.0,1.0,0.0,0.0,1.0,1.0,942.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,0.0,3.0,1.0,1.0,2.0,1816342.0,21.4687,0.0
43,43,43.0,6.0,0.0,1.0,0.0,5.0,1.0,917.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,2.0,2.0,8.0,24457869.0,37.39104558004057,0.0
44,44,44.0,3.0,1.0,0.0,0.0,6.0,1.0,719.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,1.0,0.0,3.0,2.0,1.0,7.0,207300.0,32.03982301146874,0.0
45,45,45.0,6.0,1.0,0.0,0.0,1.0,1.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,3.0,2.0,1.0,8.0,1269592.0,41.90921522981367,0.0
46,46,46.0,6.0,0.0,1.0,0.0,7.0,1.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,3.0,1.0,1.0,2.0,337445.0,27.513399999999997,0.0
47,47,47.0,6.0,1.0,0.0,0.0,2.0,1.0,533.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,3.0,2.0,1.0,8.0,346835.0,29.09009337934355,0.0
48,48,48.0,6.0,0.0,1.0,0.0,5.0,1.0,501.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,0.0,3.0,2.0,3.0,7.0,95889711.0,4.871735503964424,0.0
49,49,49.0,4.0,0.0,1.0,0.0,6.0,1.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,1.0,3.0,3.0,2.0,9.0,28669524.0,85.71154784106186,0.0
50,50,50.0,6.0,1.0,0.0,0.0,1.0,1.0,439.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,3.0,3.0,2.0,9.0,7222908.0,26.59368215529001,0.0
51,51,51.0,6.0,1.0,0.0,0.0,3.0,1.0,396.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,1.0,3.0,1.0,1.0,2.0,39750.0,_,0.0
52,52,52.0,4.0,0.0,1.0,0.0,2.0,1.0,388.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,3.0,1.0,1.0,2.0,714787.0,23.04815933867217,0.0
53,53,53.0,4.0,0.0,1.0,0.0,5.0,1.0,232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,,,,,50250.0,0.0,0.0
54,54,54.0,6.0,0.0,1.0,0.0,,1.0,8492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,1.0,0.0,3.0,2.0,1.0,6.0,1852810.0,61.028800000000004,0.0
55,55,55.0,4.0,1.0,0.0,0.0,5.0,1.0,5159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,1.0,0.0,3.0,2.0,1.0,8.0,1352669.0,25.574579438137512,0.0
56,56,56.0,6.0,0.0,1.0,0.0,,1.0,3126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,0.0,3.0,,,,1866738.0,21.4687,0.0
