,account_number,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,Label
43,0.00460092,1.0,0,1,0.75,0.0,0.036459138,0,0,0,0,0,0,1,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.000392275,0.10879361,0.0,0
44,0.00470094,1.0,1,0,0.125,0.0,0.03414182,0,1,0,0,0,0,0,0,0,0,0.166666667,0.0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.0,0.7,0.00040319,0.115034882,0.0,3
45,0.00480096,1.0,0,1,0.5,0.0,0.031670014,0,0,0,0,1,0,0,0,0,0,0.5,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.5,0.6,0.111470335,0.019167577,0.0,1
46,0.00490098,0.6,0,1,0.625,0.0,0.028116793,0,0,0,0,0,0,1,0,0,0,0.333333333,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,0.666666667,0.25,0.8,0.033327887,0.339168418,0.0,2
47,0.005001,1.0,1,0,0.0,0.0,0.02688089,0,1,0,0,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.666666667,0.25,0.8,0.008396521,0.105152948,0.0,0
48,0.00520104,0.6,0,1,0.125,0.0,0.022941449,0,1,0,0,0,0,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.000830929,0.091118152,0.0,3
49,0.0055011,0.6,1,0,0.5,0.0,0.391472269,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.7,0.001572457,0.101118874,0.0,1
50,0.00570114,0.6,0,1,0.5,0.0,0.239301715,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,0.333333333,0.25,0.7,0.010913631,0.101896254,0.0,2
51,0.00580116,0.0,0,1,0.5,0.0,0.038158505,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.00328495,0.168396874,0.0,0
52,0.00590118,1.0,1,0,0.0,0.0,0.062490345,0,1,0,0,0,0,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.7,0.001148379,0.093834678,0.0,3
53,0.0060012,0.6,0,1,0.0,0.0,0.05376178,1,0,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.005320017,0.196180089,0.0,1
54,0.00610122,0.4,1,0,0.25,0.0,0.051135486,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.2,0.001117219,0.439893913,0.0,2
55,0.00620124,1.0,1,0,0.25,0.0,0.044183532,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.7,0.00350129,0.087485521,0.0,0
56,0.00630126,1.0,0,1,1.0,0.0,0.041248262,0,0,0,0,0,0,0,0,1,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.25,0.7,0.007364463,0.133847671,0.0,3
57,0.00640128,1.0,1,0,0.75,0.0,0.036999846,0,0,0,0,0,1,0,0,0,0,0.333333333,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.666666667,0.25,0.8,0.014082101,0.155436418,0.0,1
58,0.00660132,1.0,0,1,0.5,0.0,0.034219064,0,0,0,0,1,0,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.6,0.00109767,0.116913751,0.0,2
59,0.00680136,1.0,1,0,0.75,0.0,0.019697204,0,0,0,0,0,1,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.0,0.7,0.000133502,0.063789032,0.0,0
60,0.00690138,1.0,1,0,0.25,0.0,0.017920593,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.0,0.7,0.00476304,0.099334825,0.0,3
61,0.0070014,1.0,1,0,0.375,0.0,0.37872702,0,0,0,1,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,0.333333333,0.25,0.5,0.019572865,0.216312766,0.0,1
62,0.00710142,1.0,0,1,1.0,0.0,0.938822802,0,0,0,0,0,0,0,0,1,0,0.666666667,1.0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.666666667,0.25,0.8,0.019377353,0.114491452,0.0,2
63,0.00720144,0.6,1,0,1.0,0.0,0.925768577,0,0,0,0,0,0,0,0,1,0,0.166666667,0.8,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.7,0.005396723,0.157637681,0.0,0
64,0.00730146,1.0,0,1,0.875,0.0,0.69171945,0,0,0,0,1,0,0,0,0,0,0.333333333,0.8,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.25,0.7,0.015383177,0.159409551,0.0,3
65,0.00740148,1.0,0,1,0.25,0.0,0.106828364,0,0,1,0,0,0,0,0,0,0,0.333333333,0.6,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.25,0.5,0.03284163,0.110618858,0.0,1
66,0.0075015,1.0,0,1,0.5,0.0,0.065580102,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.5,0.003188975,0.258554405,0.0,2
67,0.00760152,0.8,1,0,0.5,0.0,0.064035223,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.000741343,0.129886967,0.0,0
68,0.00770154,0.4,1,0,0.5,0.0,0.060559246,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.6,0.004159252,0.117248527,0.0,3
69,0.00780156,1.0,1,0,0.875,0.0,0.05376178,0,0,0,0,0,0,0,1,0,0,0.666666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.333333333,0.5,1.0,0.11787971,0.091256996,0.0,1
70,0.00810162,0.8,0,1,0.25,0.0,0.04101653,0,0,1,0,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.333333333,0.25,0.7,0.014257019,0.107200079,0.0,2
71,0.00820164,1.0,1,0,0.375,0.0,0.039394408,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.25,0.7,0.008969001,0.18751028,0.0,0
72,0.00830166,1.0,0,1,1.0,0.0,0.036536382,0,0,0,0,0,0,0,0,1,0,0.166666667,0.4,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.666666667,0.25,0.8,0.017213781,0.14304216,0.0,3
73,0.00840168,0.4,1,0,0.375,0.0,0.036459138,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.2,0.004047321,0.097253551,0.0,1
74,0.0085017,0.2,1,0,0.375,0.0,0.03197899,0,0,0,1,0,0,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0,0.1,1.1e-05,0.080052845,0.0,2
75,0.00860172,0.8,0,1,0.625,0.0,0.021242082,0,0,0,0,1,0,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.333333333,0.0,0.6,3.86e-06,0.1236638,0.0,0
76,0.00870174,0.0,0,1,0.5,0.0,0.000617951,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.333333333,0.0,0.7,2.91e-05,0.165279986,0.0,3
77,0.00880176,0.8,0,1,0.5,0.0,0.111154024,0,0,0,0,1,0,0,0,0,0,0.166666667,0.6,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.002869804,0.57008476,0.0,1
78,0.00890178,1.0,1,0,0.125,0.0,0.079020547,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.25,0.7,0.006670801,0.158023006,0.0,2
79,0.0090018,1.0,0,1,0.25,0.0,0.074385911,0,0,1,0,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.25,0.7,0.007576197,0.268111072,0.0,0
80,0.00910182,1.0,1,0,0.5,0.0,0.065425614,0,0,0,0,0,1,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.25,0.9,0.010568553,0.128221716,0.0,3
81,0.00920184,1.0,0,1,0.5,0.0,0.062335857,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.002498899,0.157812643,0.0,1
82,0.00930186,1.0,1,0,0.25,0.0,0.057778464,0,0,0,1,0,0,0,0,0,0,0.666666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.75,0.8,0.141383198,0.120860474,0.0,2
83,0.00940188,0.8,1,0,0.5,0.0,0.050517534,0,0,0,0,0,1,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.6,0.003504717,0.194452366,0.0,0
84,0.0095019,1.0,1,0,0.25,0.0,0.0490499,0,0,0,1,0,0,0,0,0,0,0.5,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.333333333,0.5,0.7,0.05255015,0.113347687,0.0,3
85,0.00960192,0.4,1,0,0.5,0.0,0.048354704,0,0,0,0,0,0,0,1,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,0.000125322,0.078519846,0.0,1
86,0.00970194,1.0,1,0,0.25,0.0,0.03846748,0,0,0,1,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.6,0.003919048,0.168866347,0.0,2
87,0.00980196,0.4,1,0,0.5,0.0,0.038004017,0,0,0,0,1,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.333333333,0.0,0.5,0.002367836,0.108760586,0.0,0
88,0.00990198,1.0,0,1,0.125,0.0,0.037077089,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,0.333333333,0.25,0.7,0.010170674,0.110927247,0.0,3
89,0.010002,1.0,1,0,0.25,0.0,0.032674185,0,0,0,1,0,0,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.3,0.00066066,0.155548703,0.0,1
90,0.01010202,1.0,1,0,0.5,0.0,0.032519697,0,0,0,0,0,1,0,0,0,0,0.166666667,0.0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.1,8.27e-05,0.295733675,0.0,2
